firfirmaid;stfstatusfirmaid;orfkode;firorgnr;firorgnrknytning;firfirmanavn1;firfirmanavn2;firpopnavn1;firpopnavn2;firgatenavn;firjuridisknavn;firgatenr;firgateoppgang;firgatepnr;gatepoststed;firpostboksadr;firpostboksnr;firpostboksnavn;firpostbokspnr;postbokspoststed;dmadresse;dmpostnr;dmpoststed;firtlfnr;firmobilnr;firfaxnr;firkommnr;firemail;firemailtype;firurl;firantansatt;firoms;firdriftres;koordinat_y;koordinat_x;koordinat_kvalitet;fyllandsdel;fylfylkenavn;knrkommnavn;bydbydelnr;bydbydelnavn;grunnkretsnr;grunnkretsnavn;konsernopporgnr;konsernoppnavn;konserntopporgnr;konserntoppnavn;etablertdato;selskapetsalder;tlklandkode;tlklandnavn;tlkverdensdelnr;tlkverdensdelnavn;nakkode1;naktittel1;nakkode2;naktittel2;nakkode3;naktittel3;nakkode4;naktittel4;nakkode5;naktittel5;nakkode6;naktittel6;nakkode7;naktittel7;nakkode8;naktittel8;nakkode9;naktittel9;nakkode10;naktittel10;kjedekode1;kjedetittel1;kjedekode2;kjedetittel2;kjedekode3;kjedetittel3;kjedekode4;kjedetittel4;kjedekode5;kjedetittel5;kjedekode6;kjedetittel6;kjedekode7;kjedetittel7;kjedekode8;kjedetittel8;kjedekode9;kjedetittel9;kjedekode10;kjedetittel10;firregtype;ansatt_kd;sektorkode;status_po;oms_kd;revi_orgnr;revi_navn;revi_rolle;revi_adresse;revi_postnr;revi_poststed;revi_land;crc;load_date;nakkategori2;nakkategori1;nakkategori3;nakkategori4;nakkategori5;firgateadresse;dl_navn;id_matrikkelen;regnskapsaar;adresseid;geo_x;geo_y;nakgruppekode1;nakgruppetekst1;nakgruppekode2;nakgruppetekst2;nakgruppekode3;nakgruppetekst3;nakgruppekode4;nakgruppetekst4;nakgruppekode5;nakgruppetekst5;nakgruppekode6;nakgruppetekst6;nakgruppekode7;nakgruppetekst7;nakgruppekode8;nakgruppetekst8;nakgruppekode9;nakgruppetekst9;nakgruppekode10;nakgruppetekst10;hovedgruppe;hovedgruppe_navn;grunnkrets_id;kommune_id;kommunenavn;fylke_id;fylkesnavn
16164331;1;AS;821488192;;Storgata 107 AS;;;;STORGATA;STORGATA 107 AS;112.0;;3921.0;Porsgrunn;;;;;;Storgata 112;3921;Porsgrunn;;;;4001;;;;;2045.0;1234.0;194043.0;6567807.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;915381715.0;Schanke Eiendom AS;140465332.0;;29.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;1000-4999;;;;;;;;3F234BE55E08A703;05.11.2025 03:14:43;68;6;682;6820;68200;Storgata 112, 3921 Porsgrunn;;41211444,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16172367;9;BEDR;821495962;970396977.0;Gudmund Vestgarden;;;;Hørtevegen;GUDMUND VESTGARDEN;589.0;;3811.0;Hørte;;;;;;Hørtevegen 589;3811;Hørte;35955327.0;;;4020;;B;;;0.0;0.0;167204.0;6602110.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200401.0;Sætersbø;;;;;21.09.2015 00:00:00;8.0;NO;Norway;1.0;Europa;1489.0;Husdyrhold ikke nevnt annet sted;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;A2BFC1A2CD7A9C36;05.11.2025 03:14:43;14;1;148;1489;1489;Hørtevegen 589, 3811 Hørte;;200075496,000000000000000;;;0,000000000000000;0,000000000000000;A;Jordbruk, skogbruk og fiske;;;;;;;;;;;;;;;;;;;0;;40200401.0;4020.0;Midt-Telemark;40.0;Telemark
16177937;9;BEDR;821497752;821409632.0;Flex Siljan AS;;;;SENTRUMSVEIEN;FLEX SILJAN AS;44.0;;3748.0;Siljan;;;;;;Bryggevegen 2;3941;Porsgrunn;;;;4010;;B;;;0.0;0.0;199702.0;6582936.0;10.0;Østlandet;Telemark;SILJAN;;;40100108.0;Serkland;;;;;28.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;93130.0;Treningssentervirksomhet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;210D67C7B3AAC1CE;05.11.2025 03:14:43;93;9;931;9313;93130;Sentrumsveien 44, 3748 Siljan;;6269782168,000000000000000;;;0,000000000000000;0,000000000000000;S;Kulturell virksomhet, idrett og fritidsaktiviteter;;;;;;;;;;;;;;;;;;;5;Service og tjenesteytende;40100108.0;4010.0;Siljan;40.0;Telemark
16178997;9;BEDR;821505372;921382774.0;Mortenbi Johannessen;;;;Øverbølia;MORTENBI JOHANNESSEN;73.0;;3748.0;Siljan;;;;;;Øverbølia 73;3748;Siljan;90132367.0;;;4010;;B;;;0.0;0.0;200745.0;6583665.0;10.0;Østlandet;Telemark;SILJAN;;;40100106.0;Øverbø;;;;;01.01.2018 00:00:00;6.0;NO;Norway;1.0;Europa;1489.0;Husdyrhold ikke nevnt annet sted;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;9588D4CB8D39853A;05.11.2025 03:14:43;14;1;148;1489;1489;Øverbølia 73, 3748 Siljan;;10856528,000000000000000;;;0,000000000000000;0,000000000000000;A;Jordbruk, skogbruk og fiske;;;;;;;;;;;;;;;;;;;0;;40100106.0;4010.0;Siljan;40.0;Telemark
16179757;1;DA;821540712;;Bratsberg- Rønningen Gård DA;;;;Håvundvegen;BRATSBERG- RØNNINGEN GÅRD DA;229.0;;3746.0;Skien;;;;;;Håvundvegen 229;3746;Skien;;;;4003;brgaard@hotmail.com;B;;;0.0;0.0;193789.0;6574304.0;10.0;Østlandet;Telemark;SKIEN;;;40031806.0;Bratsberg;;;;;30.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;1130.0;Dyrking av grønnsaker, meloner, rot- og knollvekster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlige foretak;Privat sektor;0-0,9;;;;;;;;31DFA95D5A46CDA5;05.11.2025 03:14:43;11;1;113;1130;1130;Håvundvegen 229, 3746 Skien;;41759929,000000000000000;;;0,000000000000000;0,000000000000000;A;Jordbruk, skogbruk og fiske;;;;;;;;;;;;;;;;;;;0;;40031806.0;4003.0;Skien;40.0;Telemark
16179440;9;BEDR;821544572;921471955.0;Storåslid;;;;DALSVEGEN;STORÅSLID;1135.0;;3890.0;Vinje;;;;;;Dalsvegen 1135;3890;Vinje;;90249991.0;;4036;toranders123@gmail.com;B;;;0.0;0.0;102309.0;6616577.0;10.0;Østlandet;Telemark;VINJE;;;40360101.0;Nesland nedre;;;;;20.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;43120.0;Grunnarbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;43304D9492364A1D;05.11.2025 03:14:43;43;4;431;4312;43120;Dalsvegen 1135, 3890 Vinje;;373779060,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40360101.0;4036.0;Vinje;40.0;Telemark
16169088;1;ENK;821545552;;Pedersen Bemanning;;;;Vråliosvegen;PEDERSEN BEMANNING;8.0;A;3853.0;Vrådal;;;;;;Vråliosvegen 8 A;3853;Vrådal;;;;4028;;B;;;0.0;0.0;129958.0;6594361.0;10.0;Østlandet;Telemark;KVITESEID;;;40280101.0;Lislekaas;;;;;11.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;81100.0;Kombinerte tjenester tilknyttet eiendomsdrift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;AE76CBCEA04F8B8F;05.11.2025 03:14:43;81;8;811;8110;81100;Vråliosvegen 8A, 3853 Vrådal;Nick Kenneth Lehmann Pedersen;134892657,000000000000000;;;0,000000000000000;0,000000000000000;O;Forretningsmessig tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40280101.0;4028.0;Kviteseid;40.0;Telemark
16176169;1;FLI;821563852;;Tankesmien Nye Norge;;;;DALSBYGDVEGEN;TANKESMIEN NYE NORGE;27.0;;3720.0;Skien;;;;;;Dalsbygdvegen 27;3720;Skien;;;;4003;;B;;;0.0;0.0;186969.0;6577299.0;10.0;Østlandet;Telemark;SKIEN;;;40031205.0;Kastet;;;;;27.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;Ideelle organisasjoner;Privat sektor;0-0,9;;;;;;;;F12435183B5F4B12;05.11.2025 03:14:43;94;9;949;9499;94992;Dalsbygdvegen 27, 3720 Skien;;41782164,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40031205.0;4003.0;Skien;40.0;Telemark
16167140;9;BEDR;821569842;821488192.0;Storgata 107 AS;;;;STORGATA;STORGATA 107 AS;112.0;;3921.0;Porsgrunn;;;;;;Storgata 112;3921;Porsgrunn;;;;4001;;;;;0.0;0.0;194043.0;6567807.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;29.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;3F234BE55CEAF172;05.11.2025 03:14:43;68;6;682;6820;68200;Storgata 112, 3921 Porsgrunn;;41211444,000000000000000;;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16167402;1;FLI;821584922;;Folkets Parti Porsgrunn;;;;SKRIVERVEGEN;FOLKETS PARTI PORSGRUNN;9.0;A;3946.0;Porsgrunn;;;;;;Skrivervegen 9 A;3946;Porsgrunn;;91359786.0;;4001;johanome@hotmail.com;B;;;0.0;0.0;196704.0;6566191.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010201.0;Valler-Moheim;;;;;09.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;Ideelle organisasjoner;Privat sektor;0-0,9;;;;;;;;15A2D1E0663F2EFB;05.11.2025 03:14:43;94;9;949;9499;94992;Skrivervegen 9A, 3946 Porsgrunn;;41210347,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010201.0;4001.0;Porsgrunn;40.0;Telemark
16169106;9;BEDR;821613132;921527454.0;Sørstua AS;;;;Gamle Kikutveg;SØRSTUA AS;163.0;;3719.0;Skien;;;;;;Gamle Kikutveg 163;3719;Skien;;;;4003;;B;;;0.0;0.0;195158.0;6580697.0;10.0;Østlandet;Telemark;SKIEN;;;40031812.0;Kikut;;;;;24.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;10130.0;Produksjon av kjøtt- og fjørfevarer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;793D019D376BA147;05.11.2025 03:14:43;10;1;101;1013;10130;Gamle Kikutveg 163, 3719 Skien;;41790201,000000000000000;;;0,000000000000000;0,000000000000000;C;Industri;;;;;;;;;;;;;;;;;;;0;;40031812.0;4003.0;Skien;40.0;Telemark
16179898;3;AS;821654432;;BNE Holmestrand Bolig AS;;;;DOKKVEGEN;BNE HOLMESTRAND BOLIG AS;8.0;;3920.0;Porsgrunn;;;;;;Dokkvegen 8;3920;Porsgrunn;;;;4001;;;;;179545.0;13453.0;193004.0;6567661.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011109.0;Knardalstrand;;;;;05.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;100000-499999;993606650.0;BDO AS                                                                   ;REVI  ;Bygdøy allé 2                                                            ;257.0;OSLO                                 ;NO   ;5F0F588BDE668751;05.11.2025 03:14:43;68;6;682;6820;68200;Dokkvegen 8, 3920 Porsgrunn;;292958619,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40011109.0;4001.0;Porsgrunn;40.0;Telemark
16186933;1;AS;821690102;;SL1 Holding AS;;;;DOKKVEGEN;SL1 HOLDING AS;8.0;;3920.0;Porsgrunn;;;;;;Dokkvegen 8;3920;Porsgrunn;;;;4001;;;;;0.0;0.0;193004.0;6567661.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011109.0;Knardalstrand;;;;;20.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;71129.0;Annen teknisk konsulentvirksomhet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;935416779.0;DELOITTE SPINCO AS                                                       ;REVI  ;Dronning Eufemias gate 14                                                ;191.0;OSLO                                 ;NO   ;5F0F588BAEF7BEAD;05.11.2025 03:14:43;71;7;711;7112;71129;Dokkvegen 8, 3920 Porsgrunn;;292958619,000000000000000;;;0,000000000000000;0,000000000000000;N;Faglig, vitenskapelig og teknisk tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40011109.0;4001.0;Porsgrunn;40.0;Telemark
16184101;1;ESEK;821693802;;Gautefallheia II Sameie;;;;BJØNNDALSVEIEN;GAUTEFALLHEIA II SAMEIE;11.0;A;3750.0;Drangedal;;;;;;Stangsgate 1;3915;Porsgrunn;;;;4016;;;;;0.0;0.0;140656.0;6563774.0;10.0;Østlandet;Telemark;DRANGEDAL;;;40160102.0;Lia;;;;;20.06.2018 00:00:00;6.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;A749C0D3D4D8B938;05.11.2025 03:14:43;0;0;0;0;0;Bjønndalsveien 11A, 3750 Drangedal;;550183674,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40160102.0;4016.0;Drangedal;40.0;Telemark
16184114;1;AS;821695392;;Vinkenes Holding AS;;;;STUBBESLETTA;VINKENES HOLDING AS;35.0;;3746.0;Skien;;;;;;Stubbesletta 35;3746;Skien;;;;4003;;;;;0.0;0.0;193460.0;6573242.0;10.0;Østlandet;Telemark;SKIEN;;;40031807.0;Nordre Bølehøgda;;;;;24.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;3EE3912BDCED11AD;05.11.2025 03:14:43;0;0;0;0;0;Stubbesletta 35, 3746 Skien;;41773744,000000000000000;2018.0;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40031807.0;4003.0;Skien;40.0;Telemark
16184176;1;ENK;821702852;;Anleggsgartner Steinar Fossan;;;;Enkegata;ANLEGGSGARTNER STEINAR FOSSAN;10.0;;3840.0;Seljord;;;;;;Enkegata 10;3840;Seljord;;90967475.0;;4022;;B;;;0.0;0.0;138063.0;6610662.0;10.0;Østlandet;Telemark;SELJORD;;;40220102.0;Seljord sentrum-nord for riksveg;;;;;10.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;81300.0;Beplantning av hager og parkanlegg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;F004FCA9D137771F;05.11.2025 03:14:43;81;8;813;8130;81300;Enkegata 10, 3840 Seljord;Steinar Fossan;118247082,000000000000000;;;0,000000000000000;0,000000000000000;O;Forretningsmessig tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40220102.0;4022.0;Seljord;40.0;Telemark
16186873;1;AS;821704642;;Seltor Bolig Tønsberg 1 AS;;;;DOKKVEGEN;SELTOR BOLIG TØNSBERG 1 AS;8.0;;3920.0;Porsgrunn;;;;;;Dokkvegen 8;3920;Porsgrunn;;;;4001;;;;;15320.0;599.0;193004.0;6567661.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011109.0;Knardalstrand;994544322.0;Seltor Bolig AS;993398330.0;Seltor Gruppen AS;15.10.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68120.0;Utvikling og salg av byggeprosjekter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;10000-24999;;;;;;;;5F0F588BCEB69E85;05.11.2025 03:14:43;68;6;681;6812;68120;Dokkvegen 8, 3920 Porsgrunn;;292958619,000000000000000;2022.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40011109.0;4001.0;Porsgrunn;40.0;Telemark
16187797;3;ENK;821738652;;Solveig Rollefsen P3;;;;Arne Garborgs Gate;SOLVEIG ROLLEFSEN P3;16.0;;3718.0;Skien;;;;;;Arne Garborgs Gate 16;3718;Skien;;95148841.0;;4003;;B;;;0.0;0.0;191127.0;6575682.0;10.0;Østlandet;Telemark;SKIEN;;;40030204.0;Falkumjordet;;;;;15.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;88991.0;Barneverntjenester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;4DEAD4615464B4B5;05.11.2025 03:14:43;88;8;889;8899;88991;Arne Garborgs Gate 16, 3718 Skien;Solveig Høgberg Rollefsen;41755355,000000000000000;;;0,000000000000000;0,000000000000000;R;Helse- og sosialtjenester;;;;;;;;;;;;;;;;;;;0;;40030204.0;4003.0;Skien;40.0;Telemark
16212331;1;ESEK;821739152;;Fredheim Boligsameie;;;;Ringsevja;FREDHEIM BOLIGSAMEIE;30.0;;3830.0;Ulefoss;;;;;;Ringsevja 30;3830;Ulefoss;;;;4018;;B;;;0.0;0.0;173776.0;6585202.0;10.0;Østlandet;Telemark;NOME;;;40180205.0;Ulefoss;;;;;31.12.1990 00:00:00;33.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;7786C5BAF3032D2A;05.11.2025 03:14:43;0;0;0;0;0;Ringsevja 30, 3830 Ulefoss;;69012746,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40180205.0;4018.0;Nome;40.0;Telemark
16188688;1;ENK;821745802;;Kverndalen Fot & Velvære Linda Brennseter Rahm;;;;KONGENS GATE;KVERNDALEN FOT & VELVÆRE LINDA BRENNSETER RAHM;27.0;;3717.0;Skien;;;;;;Kongens Gate 27;3717;Skien;;97503155.0;;4003;;B;;;0.0;0.0;192356.0;6575995.0;10.0;Østlandet;Telemark;SKIEN;;;40030107.0;Kverndalen;;;;;16.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;86991.0;Ortopedi- og fotterapitjenester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;E2BA734D2FF21C81;05.11.2025 03:14:43;86;8;869;8699;86991;Kongens Gate 27, 3717 Skien;Linda Rahm;41762528,000000000000000;;;0,000000000000000;0,000000000000000;R;Helse- og sosialtjenester;;;;;;;;;;;;;;;;;;;0;;40030107.0;4003.0;Skien;40.0;Telemark
16190139;9;;821747732;951756784.0;Stridsklevlunden Borettslag;;;;JERNBANEGATA;STRIDSKLEVLUNDEN BORETTSLAG;25.0;;3916.0;Porsgrunn;Postboks;44.0;;3901.0;Porsgrunn;Postboks 44;3901;Porsgrunn;;;;4001;;;;;0.0;0.0;194608.0;6567676.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;20.11.2018 00:00:00;6.0;NO;Norway;1.0;Europa;97001.0;Aktiviteter i borettslag og boligsameier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;6A0F5F5AA31A7357;05.11.2025 03:14:43;97;9;970;9700;97001;Jernbanegata 25, 3916 Porsgrunn;;41223647,000000000000000;;;0,000000000000000;0,000000000000000;U;Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16190141;9;;821747902;990293171.0;Svea Fyr Elveparken Borettslag;;;;Jernbanegata;SVEA FYR ELVEPARKEN BORETTSLAG;25.0;;3916.0;Porsgrunn;Postboks;44.0;;3901.0;Porsgrunn;Postboks 44;3901;Porsgrunn;35573100.0;;;4001;;B;;;0.0;0.0;194608.0;6567676.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;;;;;20.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;97001.0;Aktiviteter i borettslag og boligsameier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;6A0F5F5A293CD776;05.11.2025 03:14:43;97;9;970;9700;97001;Jernbanegata 25, 3916 Porsgrunn;;41223647,000000000000000;;;0,000000000000000;0,000000000000000;U;Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16191646;1;ESEK;821754542;;Sameiet Biørnsborgbakken 19;;;;BIØRNSBORGBAKKEN;SAMEIET BIØRNSBORGBAKKEN 19;19.0;;3770.0;Kragerø;;;;;;Biørnsborgbakken 19 B;3770;Kragerø;;;;4014;;B;;;0.0;0.0;177958.0;6539317.0;11.0;Østlandet;Telemark;KRAGERØ;;;40140506.0;Bakken-Tangen;;;;;01.11.2017 00:00:00;6.0;NO;Norway;1.0;Europa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;;;0-0,9;;;;;;;;706ECD92C4859628;05.11.2025 03:14:43;0;0;0;0;0;Biørnsborgbakken 19, 3770 Kragerø;;81897622,000000000000000;;;0,000000000000000;0,000000000000000;;;;;;;;;;;;;;;;;;;;;0;;40140506.0;4014.0;Kragerø;40.0;Telemark
16190147;9;BEDR;821755352;921744277.0;Y-Nor AS;;;;SKÅTØYVEIEN;Y-NOR AS;46.0;;3780.0;Skåtøy;Postboks;44.0;;4971.0;Sundebru;Postboks 44;4971;Sundebru;;90016621.0;;4014;peder@gryting.as;B;;;0.0;0.0;179669.0;6537718.0;10.0;Østlandet;Telemark;KRAGERØ;;;40140306.0;Bråtøy-Skåtøy-Bærøy;;;;;01.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;33150.0;Reparasjon og vedlikehold av sivile skip og båter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;A96D77EE16BD7B51;05.11.2025 03:14:43;33;3;331;3315;33150;Skåtøyveien 46, 3780 Skåtøy;;81916167,000000000000000;;;0,000000000000000;0,000000000000000;C;Industri;;;;;;;;;;;;;;;;;;;0;;40140306.0;4014.0;Kragerø;40.0;Telemark
16190175;1;ENK;821759102;;Otto Totland Musikk;;;;Furulund Terrasse;OTTO TOTLAND MUSIKK;3.0;C;3950.0;Brevik;;;;;;Furulund Terrasse 3 C;3950;Brevik;;91666586.0;;4001;;B;;;0.0;0.0;195654.0;6558390.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010403.0;Åsen;;;;;20.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;90201.0;Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;2F4F2D89EA0EDA9A;05.11.2025 03:14:43;90;9;902;9020;90201;Furulund Terrasse 3C, 3950 Brevik;Otto Andreas Totland;41200939,000000000000000;;;0,000000000000000;0,000000000000000;S;Kulturell virksomhet, idrett og fritidsaktiviteter;;;;;;;;;;;;;;;;;;;0;;40010403.0;4001.0;Porsgrunn;40.0;Telemark
16191650;3;ENK;821770092;;Even Kastodden;;;;UTSIKTEN;EVEN KASTODDEN;24.0;;3830.0;Ulefoss;;;;;;Utsikten 24;3830;Ulefoss;;;;4018;;B;;;0.0;0.0;171783.0;6585466.0;10.0;Østlandet;Telemark;NOME;;;40180203.0;Heisholt;;;;;22.11.2018 00:00:00;5.0;NO;Norway;1.0;Europa;90201.0;Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;CC7EEB6003AD6BE8;05.11.2025 03:14:43;90;9;902;9020;90201;Utsikten 24, 3830 Ulefoss;Even Krohn Kastodden;69010662,000000000000000;;;0,000000000000000;0,000000000000000;S;Kulturell virksomhet, idrett og fritidsaktiviteter;;;;;;;;;;;;;;;;;;;0;;40180203.0;4018.0;Nome;40.0;Telemark
16192969;3;ENK;821781582;;Lars Steinar Hefre;;;;VALENVEGEN;LARS STEINAR HEFRE;220.0;;3804.0;Bø i telemark;;;;;;Valenvegen 220;3804;Bø i telemark;;47868119.0;;4020;;;;;0.0;0.0;165704.0;6601799.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200109.0;Valen;;;;;23.11.2018 00:00:00;6.0;NO;Norway;1.0;Europa;90201.0;Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;ACC64E98F65ED0E6;05.11.2025 03:14:43;90;9;902;9020;90201;Valenvegen 220, 3804 Bø i telemark;Lars Steinar Hefre;68611484,000000000000000;;;0,000000000000000;0,000000000000000;S;Kulturell virksomhet, idrett og fritidsaktiviteter;;;;;;;;;;;;;;;;;;;0;;40200109.0;4020.0;Midt-Telemark;40.0;Telemark
