Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Hele landet,2011-2020,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",87.0445494959404
Hele landet,2011-2020,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",64.6536927901051
Hele landet,2011-2020,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",85.4304644170812
Hele landet,2011-2020,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",41.7027703574113
Hele landet,2011-2020,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",66.6935960125495
Hele landet,2011-2020,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",457.048917892521
Hele landet,2011-2020,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",53.4757453930722
Hele landet,2011-2020,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",43.2678405287492
Hele landet,2011-2020,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",49.0454228221019
Hele landet,2011-2020,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",32.483920443561
Hele landet,2011-2020,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",57.5409389546177
Hele landet,2011-2020,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",74.8122106079349
Hele landet,2011-2020,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.07725330137391
Hele landet,2011-2020,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.801902290738459
Hele landet,2011-2020,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",9.70269936260663
Hele landet,2011-2020,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",8.79996312475276
Hele landet,2011-2020,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",11.8535261808946
Hele landet,2011-2020,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1067.68919775674
Hele landet,2011-2020,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",130.878885768124
Hele landet,2011-2020,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",111.245179954195
Hele landet,2011-2020,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",111.734163786705
Hele landet,2011-2020,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",70.2017183480685
Hele landet,2011-2020,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",130.550438741963
Hele landet,2011-2020,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2909.27764961424
Hele landet,2011-2020,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",485.80176977166
Hele landet,2011-2020,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",317.57262957246
Hele landet,2011-2020,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",516.561486922419
Hele landet,2011-2020,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",150.515957342389
Hele landet,2011-2020,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",175.199771954648
Hele landet,2011-2020,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",699.068416677911
Hele landet,2011-2020,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",90.257927283777
Hele landet,2011-2020,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",68.4410332863082
Hele landet,2011-2020,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",90.6241329622498
Hele landet,2011-2020,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",42.5219648029953
Hele landet,2011-2020,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",0.969988891665338
Hele landet,2011-2020,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",206.527372840225
Hele landet,2011-2020,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",483.423414027354
Hele landet,2011-2020,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",57.7499550770993
Hele landet,2011-2020,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",44.0167985420754
Hele landet,2011-2020,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",50.2436151780767
Hele landet,2011-2020,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",31.6983320916952
Hele landet,2011-2020,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",0.58977775832614
Hele landet,2011-2020,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",154.227884758686
Hele landet,2011-2020,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",58.5986313234884
Hele landet,2011-2020,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",4.75632480729589
Hele landet,2011-2020,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.679086596569886
Hele landet,2011-2020,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",7.25021635694147
Hele landet,2011-2020,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",6.35213219770978
Hele landet,2011-2020,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Hele landet,2011-2020,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",0.491393320049229
Hele landet,2011-2020,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1172.51164374738
Hele landet,2011-2020,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",143.795688701595
Hele landet,2011-2020,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",114.48097495773
Hele landet,2011-2020,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",119.865724641618
Hele landet,2011-2020,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",72.7283643073448
Hele landet,2011-2020,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",1.70456523698834
Hele landet,2011-2020,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",403.671529507621
Hele landet,2011-2020,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3749.08022171936
Hele landet,2011-2020,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",552.218985313242
Hele landet,2011-2020,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",413.749435383207
Hele landet,2011-2020,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",661.139847072734
Hele landet,2011-2020,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",195.000553573627
Hele landet,2011-2020,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",6.58076807874102
Hele landet,2011-2020,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2011-2020,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",947.704892685368
Hele landet,2011-2020,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",596.420152086134
Hele landet,2011-2020,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",83.8175758779315
Hele landet,2011-2020,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",60.8976833369679
Hele landet,2011-2020,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",80.1915287155474
Hele landet,2011-2020,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",40.870759844209
Hele landet,2011-2020,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",133.470273051655
Hele landet,2011-2020,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.4853370025735
Hele landet,2011-2020,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",429.711673553429
Hele landet,2011-2020,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",49.0212730013094
Hele landet,2011-2020,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",42.4983999170796
Hele landet,2011-2020,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",47.8024039589624
Hele landet,2011-2020,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.3019238197674
Hele landet,2011-2020,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",116.932743243931
Hele landet,2011-2020,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.5564506540954
Hele landet,2011-2020,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",91.9165498624751
Hele landet,2011-2020,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.41563030958129
Hele landet,2011-2020,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.932546368474136
Hele landet,2011-2020,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",12.2913552648022
Hele landet,2011-2020,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",11.3856594493609
Hele landet,2011-2020,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",24.4922054299298
Hele landet,2011-2020,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",11.4693566456304
Hele landet,2011-2020,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",960.812477171252
Hele landet,2011-2020,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",117.670328275097
Hele landet,2011-2020,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",107.965885677071
Hele landet,2011-2020,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",103.442969764074
Hele landet,2011-2020,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",67.6238359053257
Hele landet,2011-2020,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",262.313758791219
Hele landet,2011-2020,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",16.8143822883372
Hele landet,2011-2020,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2011-2020,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2287.88051345627
Hele landet,2011-2020,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",437.145227201197
Hele landet,2011-2020,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",247.088163438597
Hele landet,2011-2020,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",409.045197321212
Hele landet,2011-2020,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",117.420908096173
Hele landet,2011-2020,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",301.074613150978
Hele landet,2011-2020,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",12.7776567651366
Hele landet,2011-2020,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",649.108440131011
Hele landet,2012-2021,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",86.8190542686048
Hele landet,2012-2021,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",64.5174850426902
Hele landet,2012-2021,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",87.8992211512331
Hele landet,2012-2021,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",42.3404694839142
Hele landet,2012-2021,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",67.6661029511367
Hele landet,2012-2021,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",455.857905849205
Hele landet,2012-2021,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",53.2349938920694
Hele landet,2012-2021,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",42.8044601028666
Hele landet,2012-2021,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",49.7474144266981
Hele landet,2012-2021,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",32.7641267279533
Hele landet,2012-2021,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",58.246058722977
Hele landet,2012-2021,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",74.8702854965771
Hele landet,2012-2021,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.20428297981602
Hele landet,2012-2021,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.819244608706809
Hele landet,2012-2021,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",9.60257243268393
Hele landet,2012-2021,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",8.71092473159941
Hele landet,2012-2021,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",11.9617447035909
Hele landet,2012-2021,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1064.47807323986
Hele landet,2012-2021,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",130.012662345705
Hele landet,2012-2021,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",109.986685701645
Hele landet,2012-2021,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",113.779192132164
Hele landet,2012-2021,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",71.1131151811236
Hele landet,2012-2021,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",132.204828253768
Hele landet,2012-2021,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2012-2021,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2941.27196540361
Hele landet,2012-2021,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",485.804631470543
Hele landet,2012-2021,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",321.620129651735
Hele landet,2012-2021,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",540.328167670985
Hele landet,2012-2021,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",155.629498194337
Hele landet,2012-2021,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",179.423549351159
Hele landet,2012-2021,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
