Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Parent in Telemark,Employees,Org. nr._str
Biltema Norge as avd 247 bø,919225610,882692302,32.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Midt-Telemark,False,32.0,919225610
Burger king telemarksporten,916737653,927544539,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Porsgrunn,False,32.0,916737653
Mcdonalds' tuven,927536986,931546511,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Notodden,False,32.0,927536986
Aider as avd Porsgrunn stangsgate,999648525,922633452,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Porsgrunn,False,32.0,999648525
Nedre Telemark tingrett Skien,974730499,935365139,32.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,84.23,Aktiviteter i rettsvesen og kriminalomsorg,,,,,BEDR,Skien,False,32.0,974730499
Læringsverkstedet limi naturbarnehage,994349864,930868922,32.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,False,32.0,994349864
Universitetet i sørøst-norge campus rauland,990256616,911770709,32.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,85.401,Undervisning ved universiteter,,,,,BEDR,Vinje,False,32.0,990256616
Stendi assistanse as respiratorteam sør,920578772,918561854,32.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,86.941,Sykepleietjenester og andre helsetjenester i hjemmet,,,,,BEDR,Porsgrunn,False,32.0,920578772
Norsk gjenvinning renovasjon as avd Porsgrunn,917326649,997125916,31.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,38.11,Innsamling av ikke-farlig avfall,,,,,BEDR,Porsgrunn,False,31.0,917326649
Norsk gjenvinning as avd Porsgrunn,988551775,937270062,31.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,38.21,Materialgjenvinning,,,,,BEDR,Porsgrunn,False,31.0,988551775
Fjeldstad stillas as avd Porsgrunn,915189466,896947532,31.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,43.99,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,,,,,BEDR,Porsgrunn,False,31.0,915189466
Peppes pizza avd Skien,893976582,984388659,31.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Skien,False,31.0,893976582
Ramudden Norge as avd grenland,922666407,913798317,31.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,77.32,Utleie og leasing av bygge- og anleggsmaskiner og -utstyr,,,,,BEDR,Bamble,False,31.0,922666407
Bufetat sør Telemark barn- og familiesenter,973784285,986128433,31.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Skien,False,31.0,973784285
Norsk scania as avd brunkeberg,971918608,879263662,31.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Kviteseid,False,31.0,971918608
Ocab as avd Porsgrunn,920807534,916326211,30.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,41.0,Oppføring av bygninger,,,,,BEDR,Skien,False,30.0,920807534
Byggmakker handel as avd Seljord,976804449,980656616,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Seljord,False,30.0,976804449
Coop sørøst sa avd 5087 obs bygg Skien,981179382,947456415,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,False,30.0,981179382
Posten bring as Seljord,986168664,984661185,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,53.1,Landsdekkende posttjenester,,,,,BEDR,Seljord,False,30.0,986168664
Deloitte spinco as avd Skien,983595952,935416779,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.201,Revisjon,,,,,BEDR,Skien,False,30.0,983595952
Espira kulturstien AS,989596691,989557718,30.0,Underenhet,,,,,Karmøy,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,False,30.0,989596691
Stendi as region sør ot bjørntvedt,918374809,985194653,30.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.201,Omsorgstjenester i botilbud for personer med psykiske helseproblemer og/eller rusmiddelproblemer,,,,,BEDR,Skien,False,30.0,918374809
Rjukan ema mottak,931034510,876785722,30.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,87.992,Asylmottakstjenester,,,,,BEDR,Tinn,False,30.0,931034510
Gk Norge as avd grenland gki,873091282,915892981,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,False,29.0,873091282
Gk Norge as avd grenland rør,980250075,915892981,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,False,29.0,980250075
Montér Skien,976576063,967013056,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Skien,False,29.0,976576063
Ng spar Vestfold Telemark as spar rambergshjørnet,971655739,881642212,29.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Notodden,False,29.0,971655739
Mcdonald's Skien avd 5,995155877,929910737,29.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Skien,False,29.0,995155877
Telemark fengsel Kragerø avdeling,974730197,911830868,29.0,Underenhet,,,,,Sandnes,Underenhet til næringsdrivende og offentlig forvaltning,84.23,Aktiviteter i rettsvesen og kriminalomsorg,,,,,BEDR,Kragerø,False,29.0,974730197
Sporty Notodden,994495682,946921815,29.0,Underenhet,,,,,Bergen,Underenhet til næringsdrivende og offentlig forvaltning,93.13,Treningssentervirksomhet,,,,,BEDR,Notodden,False,29.0,994495682
Ncc industry as avd valberg pukkverk,973144529,984884176,28.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,8.12,"Utvinning fra grus- og sandtak, og utvinning av leire og kaolin",,,,,BEDR,Kragerø,False,28.0,973144529
Abb as mo Skien,996728358,982085160,28.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,False,28.0,996728358
Biltema Norge as avd 208 Bamble,927646811,882692302,28.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Bamble,False,28.0,927646811
Jdk regnskap as avd Porsgrunn,992338598,892263922,28.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Porsgrunn,False,28.0,992338598
Technogarden as avd Porsgrunn,993170410,986076905,28.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Porsgrunn,False,28.0,993170410
Kragerø politihus,874731242,983998178,28.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,84.24,Aktiviteter utført av politi- og påtalemyndighet,,,,,BEDR,Kragerø,False,28.0,874731242
Sats express Porsgrunn,912427986,892625522,28.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,93.13,Treningssentervirksomhet,,,,,BEDR,Porsgrunn,False,28.0,912427986
Nk transport as avd Porsgrunn,925773956,925751014,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,38.11,Innsamling av ikke-farlig avfall,,,,,BEDR,Porsgrunn,False,27.0,925773956
Recover Skien,981006402,995761440,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.99,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,,,,,BEDR,Skien,False,27.0,981006402
Montér Porsgrunn,982029260,967013056,27.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Porsgrunn,False,27.0,982029260
Ng kiwi Vestfold Telemark as avd 566 grasmyr,997630149,984981384,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Bamble,False,27.0,997630149
Circle k detaljist as avd e18 bamle,925144193,971128348,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Bamble,False,27.0,925144193
Xxl sport & villmark as avd Skien,917333165,881932792,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.631,Detaljhandel med sportsvarer,,,,,BEDR,Skien,False,27.0,917333165
Bane nor nordagutu trafikk - staber,974709538,917082308,27.0,Underenhet,,,,,Hamar,Underenhet til næringsdrivende og offentlig forvaltning,52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,,,,,BEDR,Midt-Telemark,False,27.0,974709538
Statens vegvesen Skien trafikkstasjon,974730367,971032081,27.0,Underenhet,,,,,Arendal,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Skien,False,27.0,974730367
Østfold høytrykk as avd grenland,825221492,984382286,27.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,81.23,Annen rengjøringsvirksomhet og snømåking,,,,,BEDR,Porsgrunn,False,27.0,825221492
Læringsverkstedet sandvoll barnehage,986154086,930873950,27.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Midt-Telemark,False,27.0,986154086
Læringsverkstedet gustavas hage barnehage,993252557,930868957,27.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,False,27.0,993252557
Læringsverkstedet marthas hage idrettsbarnehage,996566528,930874264,27.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Bamble,False,27.0,996566528
Fjeldstad stillas as avd rafnes,915320449,896947532,26.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,43.99,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,,,,,BEDR,Bamble,False,26.0,915320449
Schneider electric Norge as avd Porsgrunn,973073613,916247389,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Porsgrunn,False,26.0,973073613
Ahlsell Norge as avd Porsgrunn,973153900,910478656,26.0,Underenhet,,,,,Stavanger,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Porsgrunn,False,26.0,973153900
Ng kiwi Vestfold Telemark as avd 564 bø,997332105,984981384,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Midt-Telemark,False,26.0,997332105
Xxl sport & villmark as avd Porsgrunn,917553505,881932792,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.631,Detaljhandel med sportsvarer,,,,,BEDR,Porsgrunn,False,26.0,917553505
Toyota bilia as avd salg Seljord,927640635,980648915,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.81,Detaljhandel med motorvogner,,,,,BEDR,Seljord,False,26.0,927640635
Toyota bilia as avd Notodden,927640821,980648915,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.81,Detaljhandel med motorvogner,,,,,BEDR,Notodden,False,26.0,927640821
Posten bring as Notodden,979852487,984661185,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,53.1,Landsdekkende posttjenester,,,,,BEDR,Notodden,False,26.0,979852487
Advania Norge as avd Skien,994844296,992009241,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,63.1,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",,,,,BEDR,Skien,False,26.0,994844296
Securitas as avd Notodden,980331946,920144950,26.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,80.01,Etterforskningstjenester og private vakttjenester,,,,,BEDR,Notodden,False,26.0,980331946
Læringsverkstedet trollmyra naturbarnehage,990747644,930870838,26.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,False,26.0,990747644
Norsk scania as avd veksted Skien,973143476,879263662,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Skien,False,26.0,973143476
Varme & bad as avd rørleggern Skien,972014214,991603344,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,False,25.0,972014214
Bare frukt & grønt as avd Telemark,914060354,995518023,25.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,46.31,Engroshandel med frukt og grønnsaker,,,,,BEDR,Skien,False,25.0,914060354
Ng kiwi Vestfold Telemark as avd 343 tollnes,983887988,984981384,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,False,25.0,983887988
Rusta retail as avd 365 Skien,916894953,912597636,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,False,25.0,916894953
Tesla Norway as avd Porsgrunn,923024166,997433173,25.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.81,Detaljhandel med motorvogner,,,,,BEDR,Porsgrunn,False,25.0,923024166
Procano as avd Porsgrunn,914540046,989997149,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,62.2,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,BEDR,Porsgrunn,False,25.0,914540046
Vivicta as avd Porsgrunn,931241850,931190628,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,62.2,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,BEDR,Porsgrunn,False,25.0,931241850
Midt-Telemark lensmannskontor,974731053,983998178,25.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,84.24,Aktiviteter utført av politi- og påtalemyndighet,,,,,BEDR,Midt-Telemark,False,25.0,974731053
Con-form produksjon as avd lunde,971865776,935602211,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.61,Produksjon av betongprodukter for bygge- og anleggsvirksomhet,,,,,BEDR,Nome,False,24.0,971865776
Toyota material handling Norway as avd grenland,971841540,925806005,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,33.12,Reparasjon og vedlikehold av maskiner,,,,,BEDR,Skien,False,24.0,971841540
Ng kiwi Vestfold Telemark as avd 561 beha,971921315,984981384,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,False,24.0,971921315
Burger king avd 5526 langrønningen,927627418,914852625,24.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Bamble,False,24.0,927627418
Døner bros oslo AS,928619753,928339246,24.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Porsgrunn,False,24.0,928619753
Multiconsult Norge as avd Skien lyngbakkvegen,914512867,918836519,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Skien,False,24.0,914512867
Resolve as avd skade Skien,989985140,944377409,24.0,Underenhet,,,,,Risør,Underenhet til næringsdrivende og offentlig forvaltning,81.21,Rengjøring av bygninger,,,,,BEDR,Porsgrunn,False,24.0,989985140
Arbeidstilsynet Skien,874719412,974761211,24.0,Underenhet,,,,,Trondheim,Underenhet til næringsdrivende og offentlig forvaltning,84.13,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked,,,,,BEDR,Skien,False,24.0,874719412
Stendi as ot gravli,929723376,985194653,24.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,,,,,BEDR,Skien,False,24.0,929723376
Bufetat sør inntak og fosterhjemstj avd Telemark,986422595,986128433,24.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,88.991,Barneverntjenester,,,,,BEDR,Skien,False,24.0,986422595
Loe betongelementer as avd Skien,915069991,951194913,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.61,Produksjon av betongprodukter for bygge- og anleggsvirksomhet,,,,,BEDR,Skien,False,23.0,915069991
Veidekke industri as asf Skien,974305267,913536770,23.0,Underenhet,,,,,Larvik,Underenhet til næringsdrivende og offentlig forvaltning,23.99,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,,,,,BEDR,Skien,False,23.0,974305267
Spar borgestad,871740712,881642212,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,False,23.0,871740712
Ng kiwi Vestfold Telemark as avd 560 porselensfabrikken,996764850,984981384,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,False,23.0,996764850
