Organisasjonsnummer,Navn,Antall_ansatte
916763476,Tinfos AS,42
Læringsverkstedet kongerød barnehage,992471174,42
980996417,Telesenteret Seljord AS,42
917213372,Univers AS,42
889421142,Skien kommune - it-samarbeidet i grenland (itg),42
Nav Vestfold og Telemark torggata 18 Skien,991357122,42
925803375,Telemark nett AS,42
Kollmyr skole,875298682,42
Rjukan barneskole,973801317,42
Bølehøgda skole,975278042,42
Den røde skolen,935685877,42
Skien kommune kvalifiserings- og integreringsenhet (kie),925252948,42
Skien kommune halvdansgate,988837601,42
Skien kommune skottekroken,989899899,42
Gullbring barnehage,975315770,42
Gartnerløkka dagsenter,988086568,42
Mova Skien fridtjof nansens gate,922749132,42
Vafos pulp AS,974107732,42
Tinfos AS,974836351,42
Ibka Norge as avd herøya,992388439,42
Telesenteret Seljord AS,972076511,42
Univers AS,917265690,42
It-samarbeidet i grenland (itg),989421166,42
Porsgrunn kommune kulturutvikling og formidling,974564785,42
Brannvesenet i Tinn,974548690,42
Norconsult Norge as avd Porsgrunn,973105426,41
Norsk rikskringkasting as avd Porsgrunn,974825198,41
Årnes kafeteria,971816015,41
Brotorvet mat AS,915521274,41
Renovasjon i grenland iks,913583353,41
Maxeta as avd Skien,871735182,41
930391093,Preg barnehager tinnesmoen AS,41
974641100,Fyresdal kommune sektor for plan og teknikk,41
974643944,Fyresdal kommune rådmann og fellestenester,41
821863902,Energistopp AS,41
915344976,Brotorvet mat AS,41
915453457,Elektropluss Telemark AS,41
913482778,Renovasjon i grenland iks,41
Bo- og miljøtjenesten vesleheimen,987930357,41
Skien kommune meensveien,997619250,41
Porsgrunn kommune amundajordet bofellesskap,988086584,41
Kragerø kommune helle omsorgsboliger,987956445,41
Skien kommune findal,913647343,41
Skien kommune psykisk helse og livsmestring,821978742,41
Skien kulturskole,973784935,41
Tveten skole,875277952,41
Læringsverkstedet gvarv barnehage,998175976,41
Læringsverkstedet harmonien doremi barnehage,995370530,41
Preg barnehager tinnesmoen AS,974156261,41
Midt-Telemark kulturkontor,974597810,41
Goodtech as avd Porsgrunn,971992034,41
937891601,Drangedal sparebank,40
Skien kommune ilen,997619269,40
Skien kommune solbergtun,913647327,40
Inflowcontrol AS,996988864,40
996957691,Inflowcontrol AS,40
897998882,Nordbygdi pub- og bardrift AS,40
917166676,Victoria hotell AS,40
982073197,Hovenga sko AS,40
928467872,Colliflow AS,40
Colliflow AS,999669468,40
Hotell vic,974108402,40
Nordbygdi pub- og bardrift AS,998060060,40
Brevik oppvekstsenter avd barnehage,981080386,40
Rugtvedt skole,975278301,40
Bo- og miljøtjenesten olastua,973795066,40
Porsgrunn kommune psykisk helsetjeneste og rusomsorg avd dalskleiva,928043320,39
Porsgrunn kommune junovegen botiltak,988086606,39
976143337,Heia! AS,39
985231931,Stiftinga vest-telemark museum,39
976594916,Drangedal produkter AS,39
926178458,Spire & gro melkeveien barnehage AS,39
974641011,Seljord kommune teknisk avdeling,39
976325265,Telemark-svingen AS,39
983156274,Kragerø golf AS,39
994057383,Drangedal bilruter AS,39
993879762,Rugtvedt dagligvare AS,39
997362470,Norsk områdesikring AS,39
980835286,Knut haugsjå AS,39
Norlandia akrobaten idrettsbarnehage,996140172,39
831045442,Arne thorsen transport a/s,39
974641070,Nissedal kommune eining for teknisk drift,39
Heia! AS,973805347,39
Kragerø golf AS,983157920,39
Drangedal bilruter as avd rutebiltransport,873207922,39
Thorsen arne transport AS,971781262,39
Telemark-svingen AS,976328604,39
Ernst & young as avd Porsgrunn,973076736,39
Eigedomsforvaltninga i Tokke vaktmeistarar/reinhald,986899715,39
Spire & gro melkeveien barnehage AS,898588262,39
Tinn kommune tveito alle 19,976825632,39
Tveiten skole,975292800,39
Haugsjå knut AS,971862238,39
Norsk områdesikring AS,997374819,39
Spar rugtvedt,971759178,39
Stiftinga vest-telemark museum,972202665,39
Drangedal produkter AS,976598245,39
Skien kommune maribakkane 2,913647211,39
Vy buss as avd vest-telemark,822920632,39
Brevik engineering AS,912426955,38
Tinn kommune renhold,987918187,38
Notodden kommune sentraladministrasjon,974556243,38
Vestsiden barnehage,913034678,38
Rauland barnehage,975307328,38
972416533,A til å entreprenør AS,38
948191660,Eckholdt AS,38
926390945,Morgedal hotel AS,38
911811251,Brevik engineering AS,38
985922292,Stiftelsen international school Telemark,38
Folkestad barnehage,995695723,38
Stiftelsen international school Telemark,986171487,38
Sykehuset Telemark hf dps øvre Telemark avd Seljord,974568217,38
Porsgrunn kommune familiehelsetjenester,974564629,38
Notodden kommune helsestasjonen,984001746,38
A til å entreprenør AS,976172183,38
Porsgrunn kommune nystrand omsorgsboliger,973778323,38
Omsorg for psykisk utviklingshemmede (pu) i Tokke,973805142,38
917459444,Comfort hotel Porsgrunn AS,38
Nissedal kommune heimehjelp og heimesjukepleie,974610086,38
990688745,Qmatec drilling AS,38
Qmatec drilling AS,971741929,38
Eckholdt AS,971847824,38
Elektropluss Telemark as avd bø i Telemark,980860302,38
Meny klosterfoss,973142852,38
Comfort hotel Porsgrunn AS,917633525,38
Porsgrunn kommune vanntårnet omsorgsboliger,888086722,38
Morgedal hotel AS,926406264,38
994095773,Dalen mekaniske produksjon AS,37
986754199,Vms Porsgrunn AS,37
922382980,Forces AS,37
995494698,Star bil AS,37
952108573,Telemarksavisa AS,37
989635719,Nc-spectrum AS,37
922346313,Nb & partnere AS,37
948639238,Stiftelsen telemarksforsking,37
971325747,Maurtuva barnehage sa,37
986044736,Barnehagen gregorius AS,37
922785805,Skien kommune - barnevernvakta i Telemark,37
961915937,Star bilskade Vestfold og Telemark AS,37
Barnehagen gregorius AS,986083081,37
Kongerød ungdomsskole,975294994,37
Skien kommune ambulant tjeneste rus og psykisk helse,924378891,37
Siljan kommune hjemmebaserte tjen,974548232,37
Barnevernvakta i Telemark,922786089,37
Star bilskade Vestfold og Telemark AS,972280291,37
997119487,Meivcore Norway AS,37
Dalen mekaniske produksjon AS,971864052,37
Meivcore Norway AS,971933704,37
Forces AS,933543641,37
Sør entreprenør AS,922959765,37
Hybeko as avd Skien,971732962,37
Star bil AS,995553279,37
Kystverket brevik,974732211,37
Posten bring as stathelle,979852460,37
Mcdonald's Porsgrunn avd 4,974381281,37
Nc-spectrum AS,989691430,37
Sparebank 1 sør-norge asa avd Porsgrunn,994560492,37
Stiftelsen telemarksforsking,972718572,37
Porsgrunn kommune bygg- og eiendomsdrift,974564823,37
Iss facility services as avd renhold rjukan,971838779,37
Maurtuva barnehage sa,973549529,37
Tussejuv barnehage,975307239,37
Kroken barnehage,979525222,37
812488872,Tveito maskin AS,36
996741346,Mathuset kjørbekk AS,36
985051283,Lemon AS,36
991658920,Baze technology AS,36
927150646,Oasen skole grenland AS,36
Brubakken as hovedkontor,974305356,36
Porsgrunn kommune kommunal teknikk avd avløp,918143580,36
Bilfinger Norway as avd rafnes,991466819,36
Tata steel Norway byggsystemer as avd Skien,871960402,36
Aasmundsens bakeri telemarksbakern efft as avd flatdal,974281996,36
Wood group Norway as avd herøya,998632722,36
Tveito maskin AS,971785047,36
Meny tuven,979203292,36
Spar kjørbekk,996749770,36
Jimmys Porsgrunn,979857543,36
Baze technology AS,991708650,36
Bouvet Norge as avd grenland,982598222,36
Stab Midt-Telemark kommune,974597721,36
Bøhamna barnehage,975323153,36
Oasen skole grenland AS,897457962,36
Skien kommune scheen produksjon,881971232,36
Skien kommune tyrisvingen,925012920,36
Skien kommune samba,995245175,36
Gs bygg AS,927553287,35
Porsgrunn kommune byutvikling,988087505,35
Maribakkane barnehage,984000685,35
Grasmyr naturbarnehage,987130008,35
Helle skole,994480197,35
Hvite busser sti,928385027,35
Tinneberget legesenter,915673147,35
Vinje kommune helse avd legekontor åmot/legevaktsentra,988081582,35
Norlandia borgeenga barnehage,891690762,35
Skien kommune ergo- og fysioterapitjeneste,987881224,35
Notodden kommune lienveien 51 botilbud,892395462,35
Hågålia botjeneste psykisk helse og rus,929785606,35
Bamble kommune nustadbakken bofellesskap,979525052,35
Kulturformidling barn og unge,919973676,35
996830845,Provacc AS,35
Sykehuset Telemark hf ambulansetjenesten Porsgrunn,988734748,35
976799070,Ksm AS,35
925546011,Nicro AS,35
913226305,Kts bygg AS,35
927336359,Gs bygg AS,35
996369609,Skorve entreprenør AS,35
918912320,Gs maskin AS,35
946290408,Brukås sport a.s,35
992331887,Vinje bilberging AS,35
971327413,Hvite busser sti,35
Gs maskin AS,922324026,35
Kts bygg AS,994057103,35
Skorve entreprenør as avd kvitseid,987891661,35
Nicro AS,971877170,35
Telemark nett as avd høydalsmo,874633232,35
Heidelberg materials miljø as avd brevik,980568652,35
Provacc AS,996849252,35
Heidelberg materials sement Norge as kalkstenbrudd,973142895,35
Industri fokus as avd mekanisk,935071615,35
Vinje bilberging AS,892375062,35
Vy buss as avd Drangedal,922921067,35
Brukås sport AS,871855242,35
Meny hovenga,971686073,35
Ksm,976802896,35
Byggmakker handel as avd Skien,974111721,35
866409242,Telemark kildevann AS,34
989454471,Skiens rustfri industri AS,34
913951697,Storkaas handel AS,34
913267125,Nutheim gjestgiveri AS,34
929336038,Sjøloftet AS,34
971225793,Eiendomsmegler 1 Telemark AS,34
992528516,Batne AS,34
978632785,Hjem og industrirenhold AS,34
974643952,Tokke kommune sentraladministrasjon,34
994971247,Drangedal kommune kommunedirektørens stab,34
927998343,Keops utvikling Porsgrunn kf,34
982935962,Gjerpenshavna barnehage sa,34
999640052,Granvin kulturhus AS,34
983824900,If storm,34
Granvin kulturhus AS,980032876,34
Idea kompetanse arbeid og inkludering as avd vta Notodden,913659651,34
Venstøp skole sfo,987881909,34
Klyve skole sfo,987881836,34
Mandheimen bo og avlastning,915595235,34
Skien kommune sportsplassen,988837563,34
Tinn kommune solvang,973801147,34
Notodden kommune gulltun boenhet,992395427,34
Porsgrunn kommune osebro bofellesskap,915521983,34
Bamble kommune spesialiserte helsetjenester,879525012,34
Skien kommune pp-tjenesten,974559765,34
Porsgrunn voksenopplæringssenter,985063540,34
Heddal ungdomsskole,975290522,34
Buer skole,975278034,34
Gjerpenshavna barnehage sa,983209432,34
Herregårdshavna barnehage,974608677,34
Fagerli barnehage,890686052,34
Keops utvikling Porsgrunn kf,928422704,34
Tinn kommune organisasjon,992583282,34
Vinje kommune sentraladministrasjonen,974610264,34
Hjem og industrirenhold AS,873143932,34
Nome kommune etat for sammfunnsutvikling renhold og vaktmestertjeneste,974608944,34
Batne AS,992576421,34
Bdo as avd Skien,988597767,34
Lyse dialog as avd Porsgrunn,915835937,34
Odeon kino as avd Skien,973784668,34
Sjøloftet,971935308,34
Max Skien,922750114,34
Nutheim gjestgiveri AS,971746491,34
At skog sa avd Porsgrunn,973358413,34
Skarpenord as avd rjukan,971811781,34
Krohne Norway as avd krohne marine,971766808,34
Skiens rustfri industri AS,871767432,34
Meny bø,971979984,34
If storm,920306365,34
958816634,Mustad bygg AS,33
979196326,Strøm sivertsen AS,33
912983013,Interiør møbelforretning AS,33
914405173,Øya spiseri AS,33
920492940,Skien sportsbar AS,33
974640740,Siljan kommune avd for samfunn,33
924205520,Spire & gro rypevegen barnehage AS,33
Venstøp barnehage,991497064,33
Skoemyra barnehage,974608723,33
Høgås skole,876824922,33
Porsgrunn kulturskole,973778501,33
Stendi as ot tunet,934116372,33
Skien kommune holbergsgate,988837598,33
Elkjøp Porsgrunn,985003173,33
Heddal barneskole sfo,992397411,33
Skien kommune mats dag- og aktivitetssenter,976824784,33
Strøm sivertsen AS,979198132,33
Meny down town,933344045,33
Bohus interiør down town,983796915,33
Øya spiseri AS,914857848,33
Skien sportsbar AS,920527604,33
Kragerø kommune renhold,987965703,33
Notodden politihus,974731037,33
Skien kommune fagenhet for spesialpedagogisk hjelp,917014256,33
Rønningen barnehage,975307069,33
Spire & gro rypevegen barnehage AS,989595113,33
Mustad bygg AS,971864036,33
Telemark kildevann as avd Fyresdal,972384151,33
Nøsted & as avd sannidal,973144588,33
915575293,Helge aasen AS,32
992673044,Telemark transport og entreprenørsentral AS,32
993955299,Risingveien mat AS,32
914335329,Bjorstaddalen næring AS,32
917074372,As varden,32
876991152,Gulset og skotfoss sokn,32
Anleggstenesta i Fyresdal drift/vedlikehald etc,976825853,32
Biltema Norge as avd 247 bø,919225610,32
Bjorstaddalen næring AS,914360684,32
Dalen hotelldrift AS,932957310,32
Burger king telemarksporten,916737653,32
Mcdonalds' tuven,927536986,32
Telemarksavisa as avd avisforlag,973143654,32
Varden AS,973143697,32
Nedre Telemark tingrett Skien,974730499,32
Lillefot barnehage,994249622,32
Læringsverkstedet limi naturbarnehage,994349864,32
Sannidal skole,975278387,32
Siljan ungdomsskole,975289990,32
Tinnesmoen skole,975290662,32
Universitetet i sørøst-norge campus rauland,990256616,32
Bø legesenter,976668383,32
Stendi assistanse as respiratorteam sør,920578772,32
Skien helsehus øyeblikkelig hjelp avd d,913647416,32
Porsgrunn kommune psykisk helsetjeneste og rusomsorg avd leirkup,916369883,32
Aider as avd Porsgrunn stangsgate,999648525,32
Skien kommune dagavdeling klyvetunet og kverndalen,973784870,32
Kragerø sfo,987969466,32
Tinn kommune perrongen,987918527,32
Risingveien mat AS,993973912,32
912305198,Hydrogenpro asa,32
953510413,Søve AS,32
Helge aasen AS,915594530,32
Indre agder og Telemark avfallsselskap iks,977503876,32
Telemark transport og entreprenør- sentral AS,973363697,32
Søve AS,971896884,32
Hydrogenpro asa,812317652,32
Norfolier greentec as avd Notodden,974096307,32
Norsk skogrydding as avd Drangedal,921985126,32
977500303,Indre agder og Telemark avfallsselskap iks,32
916936869,Jakob tveit AS,31
992841702,Tellefsen AS,31
926876236,Felle maskin AS,31
918099425,Haugo entreprenør AS,31
891609582,Steen-hansen maskin AS,31
Holte industri AS,971811129,31
991237615,Made for movement group AS,31
981942019,Holte industri AS,31
Made for movement group AS,974504111,31
Norsk gjenvinning as avd Porsgrunn,988551775,31
Toppen barnehage,975307123,31
Heddeli barnehage,975307255,31
Vallermyrene barnehage,976643836,31
Skien kommunale voksenopplæring,979719779,31
923822410,Vestfold og Telemark revisjon iks,31
992093994,Aider sørøst AS,31
979949812,Beha sport AS,31
Ramudden Norge as avd grenland,922666407,31
Norsk gjenvinning renovasjon as avd Porsgrunn,917326649,31
998629578,Mathuset skjelsvik AS,31
Haugo entreprenør AS,918397175,31
Tellefsen AS,971852887,31
Felle maskin AS,990961425,31
Steen-hansen maskin AS,991651616,31
Fjeldstad stillas as avd Porsgrunn,915189466,31
Nk energi as avd langangen,925773905,31
Spar skjelsvik,971779896,31
Tveit jakob AS,973145878,31
Beha sport AS,980009890,31
Bypost as avd Telemark,989438794,31
Peppes pizza avd Skien,893976582,31
Aider sørøst as avd rjukan,992097469,31
Bamble kommune ppt og pedagogiske støttetjenester,984469527,31
Blå kors borgestadklinikken sa avd Skien,994462148,31
Seljord helsesenter legevakt,988748854,31
Heimetjenesten i kroken,987922974,31
Skien kommune tjenestekontoret,987882247,31
Bo- og miljøtjenesten eidsbygda,974731347,31
Bufetat sør Telemark barn- og familiesenter,973784285,31
Bø sfo,987692200,31
Norsk scania as avd brunkeberg,971918608,31
Mathuset myren AS,988005592,30
Byggmakker handel as avd Seljord,976804449,30
Coop sørøst sa avd 5087 obs bygg Skien,981179382,30
Autostrada Porsgrunn as avd salg/adm,973157272,30
Skien taxi buss AS,996800458,30
Posten bring as Seljord,986168664,30
Tuddal høyfjellshotell AS,973833634,30
Beverøya camping AS,971717505,30
Villa mat AS,999083838,30
Grenland boligbyggelag,971838019,30
Deloitte spinco as avd Skien,983595952,30
Kverndammen barnehage,973784838,30
Dalen barnehage,974633264,30
Espira kulturstien AS,989596691,30
Flatdal oppvekstsenter skole 1-7,875278622,30
Høydalsmo skule,974633302,30
Klevstrand skole,975277909,30
Sykehuset Telemark hf bup ups døgn Skien,935483018,30
Bamble helsehus rehabiliteringsavdelingen,897128772,30
Stendi as region sør ot bjørntvedt,918374809,30
Seljord kommune gravebremsen pu,973802364,30
Rjukan ema mottak,931034510,30
Heistadskolene avd sfo,888085912,30
Tilrettelagt fritid og fritids kontakt barn og unge,919973595,30
992028955,Mathuset myren AS,30
962301991,Protektiv AS,30
938317828,Ulefos brug AS,30
950801204,Handelskompaniet AS,30
864371272,Assistco AS,30
985505829,Chg-meridian Skien AS,30
996719030,Skien taxi buss AS,30
970951113,Tuddal høyfjellshotel AS,30
883515862,Beverøya camping AS,30
999022294,Villa mat AS,30
Protektiv AS,972331651,30
Ulefos brug AS,974070944,30
Ocab as avd Porsgrunn,920807534,30
Youbrands,972164429,30
Assistco AS,971954868,30
Chg-meridian Skien AS,985561494,30
990980896,Duverden AS,29
Telerør elektro AS,929074777,29
929101987,Aaltvedt betong AS,29
Siritun barnehage,975295532,29
Gk Norge as avd grenland rør,980250075,29
Barmen sag AS,814844862,29
Montér Skien,976576063,29
Ng spar Vestfold Telemark as spar rambergshjørnet,971655739,29
Brevik losse & lastearb forening,973249193,29
Langesund bad holding AS,990051976,29
Mcdonald's Skien avd 5,995155877,29
Avarn security beredskap AS,988392308,29
Aspit as avd Seljord,983504655,29
Børve borchsenius arkitekter AS,974075741,29
Prosecure AS,933329690,29
