Nivå,Geografisk enhet,Arbeidsmarkedsstatus,Kjønn,Antall personer,Andel av arbeidsstyrken,Dato
Fylker,Innlandet,Arbeidssøkere på tiltak,Begge kjønn,890,0.005,2011-02-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Kvinner,385,0.004,2011-02-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Menn,505,0.005,2011-02-01
Fylker,Innlandet,Delvis ledige,Begge kjønn,2641,0.014,2011-02-01
Fylker,Innlandet,Delvis ledige,Kvinner,1302,0.015,2011-02-01
Fylker,Innlandet,Delvis ledige,Menn,1339,0.014,2011-02-01
Fylker,Innlandet,Helt ledige,Begge kjønn,5217,0.028,2011-02-01
Fylker,Innlandet,Helt ledige,Kvinner,1825,0.021,2011-02-01
Fylker,Innlandet,Helt ledige,Menn,3392,0.035,2011-02-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Begge kjønn,651,0.005,2011-02-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Kvinner,316,0.005,2011-02-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Menn,335,0.005,2011-02-01
Fylker,Møre og Romsdal,Delvis ledige,Begge kjønn,1655,0.013,2011-02-01
Fylker,Møre og Romsdal,Delvis ledige,Kvinner,913,0.015,2011-02-01
Fylker,Møre og Romsdal,Delvis ledige,Menn,742,0.01,2011-02-01
Fylker,Møre og Romsdal,Helt ledige,Begge kjønn,3455,0.026,2011-02-01
Fylker,Møre og Romsdal,Helt ledige,Kvinner,1170,0.019,2011-02-01
Fylker,Møre og Romsdal,Helt ledige,Menn,2285,0.032,2011-02-01
Fylker,Nordland,Arbeidssøkere på tiltak,Begge kjønn,741,0.006,2011-02-01
Fylker,Nordland,Arbeidssøkere på tiltak,Kvinner,320,0.006,2011-02-01
Fylker,Nordland,Arbeidssøkere på tiltak,Menn,421,0.007,2011-02-01
Fylker,Nordland,Delvis ledige,Begge kjønn,2122,0.018,2011-02-01
Fylker,Nordland,Delvis ledige,Kvinner,1134,0.02,2011-02-01
Fylker,Nordland,Delvis ledige,Menn,988,0.016,2011-02-01
Fylker,Nordland,Helt ledige,Begge kjønn,3731,0.031,2011-02-01
Fylker,Nordland,Helt ledige,Kvinner,1281,0.023,2011-02-01
Fylker,Nordland,Helt ledige,Menn,2450,0.039,2011-02-01
Fylker,Oslo,Arbeidssøkere på tiltak,Begge kjønn,3083,0.009,2011-02-01
Fylker,Oslo,Arbeidssøkere på tiltak,Kvinner,1716,0.011,2011-02-01
Fylker,Oslo,Arbeidssøkere på tiltak,Menn,1367,0.008,2011-02-01
Fylker,Oslo,Delvis ledige,Begge kjønn,3460,0.01,2011-02-01
Fylker,Oslo,Delvis ledige,Kvinner,1490,0.009,2011-02-01
Fylker,Oslo,Delvis ledige,Menn,1970,0.011,2011-02-01
Fylker,Oslo,Helt ledige,Begge kjønn,12423,0.037,2011-02-01
Fylker,Oslo,Helt ledige,Kvinner,4907,0.03,2011-02-01
Fylker,Oslo,Helt ledige,Menn,7516,0.043,2011-02-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Begge kjønn,1121,0.005,2011-02-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Kvinner,519,0.005,2011-02-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Menn,602,0.005,2011-02-01
Fylker,Rogaland,Delvis ledige,Begge kjønn,2060,0.009,2011-02-01
Fylker,Rogaland,Delvis ledige,Kvinner,1000,0.009,2011-02-01
Fylker,Rogaland,Delvis ledige,Menn,1060,0.008,2011-02-01
Fylker,Rogaland,Helt ledige,Begge kjønn,5566,0.023,2011-02-01
Fylker,Rogaland,Helt ledige,Kvinner,2052,0.019,2011-02-01
Fylker,Rogaland,Helt ledige,Menn,3514,0.028,2011-02-01
Fylker,Telemark,Arbeidssøkere på tiltak,Begge kjønn,576,0.007,2011-02-01
Fylker,Telemark,Arbeidssøkere på tiltak,Kvinner,237,0.006,2011-02-01
Fylker,Telemark,Arbeidssøkere på tiltak,Menn,339,0.007,2011-02-01
Fylker,Telemark,Delvis ledige,Begge kjønn,1360,0.016,2011-02-01
Fylker,Telemark,Delvis ledige,Kvinner,729,0.018,2011-02-01
Fylker,Telemark,Delvis ledige,Menn,631,0.014,2011-02-01
Fylker,Telemark,Helt ledige,Begge kjønn,3052,0.035,2011-02-01
Fylker,Telemark,Helt ledige,Kvinner,1063,0.026,2011-02-01
Fylker,Telemark,Helt ledige,Menn,1989,0.044,2011-02-01
Fylker,Troms ,Arbeidssøkere på tiltak,Begge kjønn,362,0.004,2011-02-01
Fylker,Troms ,Arbeidssøkere på tiltak,Kvinner,111,0.003,2011-02-01
Fylker,Troms ,Arbeidssøkere på tiltak,Menn,251,0.006,2011-02-01
Fylker,Troms ,Delvis ledige,Begge kjønn,1128,0.013,2011-02-01
Fylker,Troms ,Delvis ledige,Kvinner,524,0.013,2011-02-01
Fylker,Troms ,Delvis ledige,Menn,604,0.014,2011-02-01
Fylker,Troms ,Helt ledige,Begge kjønn,2080,0.025,2011-02-01
Fylker,Troms ,Helt ledige,Kvinner,673,0.017,2011-02-01
Fylker,Troms ,Helt ledige,Menn,1407,0.032,2011-02-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Begge kjønn,1216,0.005,2011-02-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Kvinner,588,0.006,2011-02-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Menn,628,0.005,2011-02-01
Fylker,Trøndelag,Delvis ledige,Begge kjønn,3550,0.016,2011-02-01
Fylker,Trøndelag,Delvis ledige,Kvinner,1889,0.018,2011-02-01
Fylker,Trøndelag,Delvis ledige,Menn,1661,0.014,2011-02-01
Fylker,Trøndelag,Helt ledige,Begge kjønn,6794,0.03,2011-02-01
Fylker,Trøndelag,Helt ledige,Kvinner,2516,0.024,2011-02-01
Fylker,Trøndelag,Helt ledige,Menn,4278,0.036,2011-02-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Begge kjønn,1059,0.009,2011-02-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Kvinner,467,0.008,2011-02-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Menn,592,0.01,2011-02-01
Fylker,Vestfold,Delvis ledige,Begge kjønn,1651,0.014,2011-02-01
Fylker,Vestfold,Delvis ledige,Kvinner,856,0.015,2011-02-01
Fylker,Vestfold,Delvis ledige,Menn,795,0.013,2011-02-01
Fylker,Vestfold,Helt ledige,Begge kjønn,4122,0.035,2011-02-01
Fylker,Vestfold,Helt ledige,Kvinner,1556,0.028,2011-02-01
Fylker,Vestfold,Helt ledige,Menn,2566,0.042,2011-02-01
Fylker,Vestland,Arbeidssøkere på tiltak,Begge kjønn,1750,0.006,2011-02-01
Fylker,Vestland,Arbeidssøkere på tiltak,Kvinner,938,0.006,2011-02-01
Fylker,Vestland,Arbeidssøkere på tiltak,Menn,812,0.005,2011-02-01
Fylker,Vestland,Delvis ledige,Begge kjønn,3669,0.012,2011-02-01
Fylker,Vestland,Delvis ledige,Kvinner,1837,0.013,2011-02-01
Fylker,Vestland,Delvis ledige,Menn,1832,0.011,2011-02-01
Fylker,Vestland,Helt ledige,Begge kjønn,8192,0.026,2011-02-01
Fylker,Vestland,Helt ledige,Kvinner,2959,0.02,2011-02-01
Fylker,Vestland,Helt ledige,Menn,5233,0.031,2011-02-01
Fylker,Østfold,Arbeidssøkere på tiltak,Begge kjønn,823,0.006,2011-02-01
Fylker,Østfold,Arbeidssøkere på tiltak,Kvinner,382,0.006,2011-02-01
Fylker,Østfold,Arbeidssøkere på tiltak,Menn,441,0.006,2011-02-01
Fylker,Østfold,Delvis ledige,Begge kjønn,1886,0.014,2011-02-01
Fylker,Østfold,Delvis ledige,Kvinner,1028,0.016,2011-02-01
Fylker,Østfold,Delvis ledige,Menn,858,0.012,2011-02-01
Fylker,Østfold,Helt ledige,Begge kjønn,5310,0.039,2011-02-01
Fylker,Østfold,Helt ledige,Kvinner,2100,0.032,2011-02-01
Fylker,Østfold,Helt ledige,Menn,3210,0.044,2011-02-01
Landet,Landet,Arbeidssøkere på tiltak,Begge kjønn,16247,0.006,2011-02-01
Landet,Landet,Arbeidssøkere på tiltak,Kvinner,7873,0.006,2011-02-01
Landet,Landet,Arbeidssøkere på tiltak,Menn,8374,0.006,2011-02-01
Landet,Landet,Delvis ledige,Begge kjønn,32114,0.012,2011-02-01
Landet,Landet,Delvis ledige,Kvinner,16132,0.013,2011-02-01
Landet,Landet,Delvis ledige,Menn,15982,0.012,2011-02-01
Landet,Landet,Helt ledige,Begge kjønn,77374,0.03,2011-02-01
Landet,Landet,Helt ledige,Kvinner,28604,0.023,2011-02-01
Landet,Landet,Helt ledige,Menn,48770,0.035,2011-02-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Begge kjønn,57,0.008,2011-02-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Kvinner,29,0.008,2011-02-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Menn,28,0.007,2011-02-01
Telemark kommuner,Bamble,Delvis ledige,Begge kjønn,113,0.015,2011-02-01
Telemark kommuner,Bamble,Delvis ledige,Kvinner,63,0.018,2011-02-01
Telemark kommuner,Bamble,Delvis ledige,Menn,50,0.013,2011-02-01
Telemark kommuner,Bamble,Helt ledige,Begge kjønn,248,0.034,2011-02-01
Telemark kommuner,Bamble,Helt ledige,Kvinner,88,0.025,2011-02-01
Telemark kommuner,Bamble,Helt ledige,Menn,160,0.041,2011-02-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Begge kjønn,5,0.002,2011-02-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Kvinner,0,0.003,2011-02-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Menn,0,0.002,2011-02-01
Telemark kommuner,Drangedal,Delvis ledige,Begge kjønn,28,0.014,2011-02-01
Telemark kommuner,Drangedal,Delvis ledige,Kvinner,13,0.014,2011-02-01
Telemark kommuner,Drangedal,Delvis ledige,Menn,15,0.014,2011-02-01
Telemark kommuner,Drangedal,Helt ledige,Begge kjønn,80,0.039,2011-02-01
Telemark kommuner,Drangedal,Helt ledige,Kvinner,15,0.016,2011-02-01
Telemark kommuner,Drangedal,Helt ledige,Menn,65,0.059,2011-02-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Begge kjønn,6,0.008,2011-02-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Kvinner,0,0.006,2011-02-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Menn,4,0.01,2011-02-01
Telemark kommuner,Fyresdal,Delvis ledige,Begge kjønn,0,0.004,2011-02-01
Telemark kommuner,Fyresdal,Delvis ledige,Kvinner,0,0.009,2011-02-01
Telemark kommuner,Fyresdal,Delvis ledige,Menn,0,0.0,2011-02-01
Telemark kommuner,Fyresdal,Helt ledige,Begge kjønn,21,0.029,2011-02-01
Telemark kommuner,Fyresdal,Helt ledige,Kvinner,4,0.012,2011-02-01
Telemark kommuner,Fyresdal,Helt ledige,Menn,17,0.043,2011-02-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2011-02-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Menn,0,0.002,2011-02-01
Telemark kommuner,Hjartdal,Delvis ledige,Begge kjønn,12,0.015,2011-02-01
Telemark kommuner,Hjartdal,Delvis ledige,Kvinner,5,0.013,2011-02-01
Telemark kommuner,Hjartdal,Delvis ledige,Menn,7,0.017,2011-02-01
Telemark kommuner,Hjartdal,Helt ledige,Begge kjønn,33,0.042,2011-02-01
Telemark kommuner,Hjartdal,Helt ledige,Kvinner,7,0.019,2011-02-01
Telemark kommuner,Hjartdal,Helt ledige,Menn,26,0.062,2011-02-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Begge kjønn,33,0.006,2011-02-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Kvinner,10,0.004,2011-02-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Menn,23,0.008,2011-02-01
Telemark kommuner,Kragerø,Delvis ledige,Begge kjønn,110,0.021,2011-02-01
Telemark kommuner,Kragerø,Delvis ledige,Kvinner,59,0.024,2011-02-01
Telemark kommuner,Kragerø,Delvis ledige,Menn,51,0.018,2011-02-01
Telemark kommuner,Kragerø,Helt ledige,Begge kjønn,185,0.035,2011-02-01
Telemark kommuner,Kragerø,Helt ledige,Kvinner,52,0.021,2011-02-01
Telemark kommuner,Kragerø,Helt ledige,Menn,133,0.048,2011-02-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Begge kjønn,12,0.009,2011-02-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Kvinner,0,0.002,2011-02-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Menn,11,0.015,2011-02-01
Telemark kommuner,Kviteseid,Delvis ledige,Begge kjønn,22,0.017,2011-02-01
Telemark kommuner,Kviteseid,Delvis ledige,Kvinner,12,0.02,2011-02-01
Telemark kommuner,Kviteseid,Delvis ledige,Menn,10,0.014,2011-02-01
Telemark kommuner,Kviteseid,Helt ledige,Begge kjønn,53,0.04,2011-02-01
Telemark kommuner,Kviteseid,Helt ledige,Kvinner,15,0.025,2011-02-01
Telemark kommuner,Kviteseid,Helt ledige,Menn,38,0.052,2011-02-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Begge kjønn,21,0.004,2011-02-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Kvinner,5,0.002,2011-02-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Menn,16,0.006,2011-02-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Begge kjønn,69,0.014,2011-02-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Kvinner,40,0.017,2011-02-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Menn,29,0.011,2011-02-01
Telemark kommuner,Midt-Telemark,Helt ledige,Begge kjønn,153,0.03,2011-02-01
Telemark kommuner,Midt-Telemark,Helt ledige,Kvinner,59,0.025,2011-02-01
Telemark kommuner,Midt-Telemark,Helt ledige,Menn,94,0.035,2011-02-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Begge kjønn,0,0.003,2011-02-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Kvinner,0,0.003,2011-02-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Menn,0,0.003,2011-02-01
Telemark kommuner,Nissedal,Delvis ledige,Begge kjønn,14,0.019,2011-02-01
Telemark kommuner,Nissedal,Delvis ledige,Kvinner,8,0.024,2011-02-01
Telemark kommuner,Nissedal,Delvis ledige,Menn,6,0.015,2011-02-01
Telemark kommuner,Nissedal,Helt ledige,Begge kjønn,25,0.034,2011-02-01
Telemark kommuner,Nissedal,Helt ledige,Kvinner,6,0.018,2011-02-01
Telemark kommuner,Nissedal,Helt ledige,Menn,19,0.048,2011-02-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Begge kjønn,19,0.006,2011-02-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Kvinner,5,0.003,2011-02-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Menn,14,0.008,2011-02-01
Telemark kommuner,Nome,Delvis ledige,Begge kjønn,45,0.014,2011-02-01
Telemark kommuner,Nome,Delvis ledige,Kvinner,24,0.015,2011-02-01
Telemark kommuner,Nome,Delvis ledige,Menn,21,0.012,2011-02-01
Telemark kommuner,Nome,Helt ledige,Begge kjønn,127,0.039,2011-02-01
Telemark kommuner,Nome,Helt ledige,Kvinner,39,0.025,2011-02-01
Telemark kommuner,Nome,Helt ledige,Menn,88,0.051,2011-02-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Begge kjønn,41,0.007,2011-02-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Kvinner,19,0.006,2011-02-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Menn,22,0.007,2011-02-01
Telemark kommuner,Notodden,Delvis ledige,Begge kjønn,81,0.013,2011-02-01
Telemark kommuner,Notodden,Delvis ledige,Kvinner,31,0.01,2011-02-01
Telemark kommuner,Notodden,Delvis ledige,Menn,50,0.015,2011-02-01
Telemark kommuner,Notodden,Helt ledige,Begge kjønn,177,0.029,2011-02-01
Telemark kommuner,Notodden,Helt ledige,Kvinner,48,0.016,2011-02-01
Telemark kommuner,Notodden,Helt ledige,Menn,129,0.04,2011-02-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Begge kjønn,133,0.007,2011-02-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Kvinner,56,0.007,2011-02-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Menn,77,0.008,2011-02-01
Telemark kommuner,Porsgrunn,Delvis ledige,Begge kjønn,301,0.017,2011-02-01
Telemark kommuner,Porsgrunn,Delvis ledige,Kvinner,154,0.018,2011-02-01
Telemark kommuner,Porsgrunn,Delvis ledige,Menn,147,0.016,2011-02-01
Telemark kommuner,Porsgrunn,Helt ledige,Begge kjønn,666,0.037,2011-02-01
Telemark kommuner,Porsgrunn,Helt ledige,Kvinner,262,0.031,2011-02-01
Telemark kommuner,Porsgrunn,Helt ledige,Menn,404,0.043,2011-02-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Begge kjønn,11,0.007,2011-02-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Kvinner,6,0.008,2011-02-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Menn,5,0.006,2011-02-01
Telemark kommuner,Seljord,Delvis ledige,Begge kjønn,20,0.013,2011-02-01
Telemark kommuner,Seljord,Delvis ledige,Kvinner,10,0.014,2011-02-01
Telemark kommuner,Seljord,Delvis ledige,Menn,10,0.012,2011-02-01
Telemark kommuner,Seljord,Helt ledige,Begge kjønn,47,0.03,2011-02-01
Telemark kommuner,Seljord,Helt ledige,Kvinner,12,0.016,2011-02-01
Telemark kommuner,Seljord,Helt ledige,Menn,35,0.043,2011-02-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Begge kjønn,4,0.003,2011-02-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Kvinner,0,0.005,2011-02-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Menn,0,0.001,2011-02-01
Telemark kommuner,Siljan,Delvis ledige,Begge kjønn,19,0.015,2011-02-01
Telemark kommuner,Siljan,Delvis ledige,Kvinner,13,0.022,2011-02-01
Telemark kommuner,Siljan,Delvis ledige,Menn,6,0.009,2011-02-01
Telemark kommuner,Siljan,Helt ledige,Begge kjønn,42,0.033,2011-02-01
Telemark kommuner,Siljan,Helt ledige,Kvinner,18,0.03,2011-02-01
Telemark kommuner,Siljan,Helt ledige,Menn,24,0.035,2011-02-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Begge kjønn,217,0.008,2011-02-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Kvinner,94,0.007,2011-02-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Menn,123,0.009,2011-02-01
Telemark kommuner,Skien,Delvis ledige,Begge kjønn,446,0.017,2011-02-01
Telemark kommuner,Skien,Delvis ledige,Kvinner,255,0.02,2011-02-01
Telemark kommuner,Skien,Delvis ledige,Menn,191,0.014,2011-02-01
Telemark kommuner,Skien,Helt ledige,Begge kjønn,1037,0.039,2011-02-01
Telemark kommuner,Skien,Helt ledige,Kvinner,407,0.032,2011-02-01
Telemark kommuner,Skien,Helt ledige,Menn,630,0.045,2011-02-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Begge kjønn,0,0.001,2011-02-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Kvinner,0,0.0,2011-02-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Menn,0,0.001,2011-02-01
Telemark kommuner,Tinn,Delvis ledige,Begge kjønn,38,0.013,2011-02-01
Telemark kommuner,Tinn,Delvis ledige,Kvinner,23,0.016,2011-02-01
Telemark kommuner,Tinn,Delvis ledige,Menn,15,0.01,2011-02-01
Telemark kommuner,Tinn,Helt ledige,Begge kjønn,78,0.026,2011-02-01
Telemark kommuner,Tinn,Helt ledige,Kvinner,19,0.013,2011-02-01
Telemark kommuner,Tinn,Helt ledige,Menn,59,0.039,2011-02-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Begge kjønn,5,0.004,2011-02-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Kvinner,0,0.002,2011-02-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Menn,4,0.006,2011-02-01
Telemark kommuner,Tokke,Delvis ledige,Begge kjønn,12,0.01,2011-02-01
Telemark kommuner,Tokke,Delvis ledige,Kvinner,5,0.009,2011-02-01
Telemark kommuner,Tokke,Delvis ledige,Menn,7,0.011,2011-02-01
Telemark kommuner,Tokke,Helt ledige,Begge kjønn,34,0.029,2011-02-01
Telemark kommuner,Tokke,Helt ledige,Kvinner,7,0.013,2011-02-01
Telemark kommuner,Tokke,Helt ledige,Menn,27,0.042,2011-02-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Begge kjønn,7,0.003,2011-02-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Kvinner,0,0.002,2011-02-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Menn,5,0.005,2011-02-01
Telemark kommuner,Vinje,Delvis ledige,Begge kjønn,27,0.013,2011-02-01
Telemark kommuner,Vinje,Delvis ledige,Kvinner,11,0.011,2011-02-01
Telemark kommuner,Vinje,Delvis ledige,Menn,16,0.015,2011-02-01
Telemark kommuner,Vinje,Helt ledige,Begge kjønn,46,0.023,2011-02-01
Telemark kommuner,Vinje,Helt ledige,Kvinner,5,0.005,2011-02-01
Telemark kommuner,Vinje,Helt ledige,Menn,41,0.04,2011-02-01
Fylker,Agder,Arbeidssøkere på tiltak,Begge kjønn,1113,0.008,2011-03-01
Fylker,Agder,Arbeidssøkere på tiltak,Kvinner,488,0.007,2011-03-01
Fylker,Agder,Arbeidssøkere på tiltak,Menn,625,0.008,2011-03-01
Fylker,Agder,Delvis ledige,Begge kjønn,1884,0.013,2011-03-01
Fylker,Agder,Delvis ledige,Kvinner,925,0.014,2011-03-01
Fylker,Agder,Delvis ledige,Menn,959,0.012,2011-03-01
Fylker,Agder,Helt ledige,Begge kjønn,4545,0.031,2011-03-01
Fylker,Agder,Helt ledige,Kvinner,1565,0.023,2011-03-01
Fylker,Agder,Helt ledige,Menn,2980,0.039,2011-03-01
Fylker,Akershus,Arbeidssøkere på tiltak,Begge kjønn,1965,0.006,2011-03-01
Fylker,Akershus,Arbeidssøkere på tiltak,Kvinner,988,0.007,2011-03-01
Fylker,Akershus,Arbeidssøkere på tiltak,Menn,977,0.006,2011-03-01
Fylker,Akershus,Delvis ledige,Begge kjønn,2546,0.008,2011-03-01
Fylker,Akershus,Delvis ledige,Kvinner,1347,0.009,2011-03-01
Fylker,Akershus,Delvis ledige,Menn,1199,0.007,2011-03-01
Fylker,Akershus,Helt ledige,Begge kjønn,7641,0.024,2011-03-01
Fylker,Akershus,Helt ledige,Kvinner,3043,0.02,2011-03-01
Fylker,Akershus,Helt ledige,Menn,4598,0.028,2011-03-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Begge kjønn,1027,0.008,2011-03-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Kvinner,510,0.008,2011-03-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Menn,517,0.008,2011-03-01
Fylker,Buskerud,Delvis ledige,Begge kjønn,1367,0.011,2011-03-01
Fylker,Buskerud,Delvis ledige,Kvinner,723,0.012,2011-03-01
Fylker,Buskerud,Delvis ledige,Menn,644,0.01,2011-03-01
Fylker,Buskerud,Helt ledige,Begge kjønn,3539,0.028,2011-03-01
Fylker,Buskerud,Helt ledige,Kvinner,1439,0.024,2011-03-01
Fylker,Buskerud,Helt ledige,Menn,2100,0.031,2011-03-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Begge kjønn,317,0.008,2011-03-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Kvinner,94,0.005,2011-03-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Menn,223,0.011,2011-03-01
Fylker,Finnmark,Delvis ledige,Begge kjønn,995,0.026,2011-03-01
Fylker,Finnmark,Delvis ledige,Kvinner,482,0.027,2011-03-01
Fylker,Finnmark,Delvis ledige,Menn,513,0.025,2011-03-01
Fylker,Finnmark,Helt ledige,Begge kjønn,1245,0.033,2011-03-01
Fylker,Finnmark,Helt ledige,Kvinner,402,0.023,2011-03-01
Fylker,Finnmark,Helt ledige,Menn,843,0.042,2011-03-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Begge kjønn,1023,0.006,2011-03-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Kvinner,465,0.005,2011-03-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Menn,558,0.006,2011-03-01
Fylker,Innlandet,Delvis ledige,Begge kjønn,2560,0.014,2011-03-01
Fylker,Innlandet,Delvis ledige,Kvinner,1269,0.015,2011-03-01
Fylker,Innlandet,Delvis ledige,Menn,1291,0.013,2011-03-01
Fylker,Innlandet,Helt ledige,Begge kjønn,5075,0.028,2011-03-01
Fylker,Innlandet,Helt ledige,Kvinner,1743,0.02,2011-03-01
Fylker,Innlandet,Helt ledige,Menn,3332,0.034,2011-03-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Begge kjønn,737,0.006,2011-03-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Kvinner,364,0.006,2011-03-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Menn,373,0.005,2011-03-01
Fylker,Møre og Romsdal,Delvis ledige,Begge kjønn,1740,0.013,2011-03-01
Fylker,Møre og Romsdal,Delvis ledige,Kvinner,938,0.015,2011-03-01
Fylker,Møre og Romsdal,Delvis ledige,Menn,802,0.011,2011-03-01
Fylker,Møre og Romsdal,Helt ledige,Begge kjønn,3261,0.025,2011-03-01
Fylker,Møre og Romsdal,Helt ledige,Kvinner,1156,0.019,2011-03-01
Fylker,Møre og Romsdal,Helt ledige,Menn,2105,0.029,2011-03-01
Fylker,Nordland,Arbeidssøkere på tiltak,Begge kjønn,828,0.007,2011-03-01
Fylker,Nordland,Arbeidssøkere på tiltak,Kvinner,361,0.006,2011-03-01
Fylker,Nordland,Arbeidssøkere på tiltak,Menn,467,0.007,2011-03-01
Fylker,Nordland,Delvis ledige,Begge kjønn,2192,0.018,2011-03-01
Fylker,Nordland,Delvis ledige,Kvinner,1157,0.021,2011-03-01
Fylker,Nordland,Delvis ledige,Menn,1035,0.016,2011-03-01
Fylker,Nordland,Helt ledige,Begge kjønn,3542,0.03,2011-03-01
Fylker,Nordland,Helt ledige,Kvinner,1221,0.022,2011-03-01
Fylker,Nordland,Helt ledige,Menn,2321,0.037,2011-03-01
Fylker,Oslo,Arbeidssøkere på tiltak,Begge kjønn,3427,0.01,2011-03-01
Fylker,Oslo,Arbeidssøkere på tiltak,Kvinner,1868,0.012,2011-03-01
Fylker,Oslo,Arbeidssøkere på tiltak,Menn,1559,0.009,2011-03-01
Fylker,Oslo,Delvis ledige,Begge kjønn,3487,0.01,2011-03-01
Fylker,Oslo,Delvis ledige,Kvinner,1549,0.01,2011-03-01
Fylker,Oslo,Delvis ledige,Menn,1938,0.011,2011-03-01
Fylker,Oslo,Helt ledige,Begge kjønn,11722,0.035,2011-03-01
Fylker,Oslo,Helt ledige,Kvinner,4583,0.028,2011-03-01
Fylker,Oslo,Helt ledige,Menn,7139,0.041,2011-03-01
