Navn,Org. nr.,Overordnet enhet,Antall ansatte,firfirmaid,Bedriftsstatus,Organisasjonsform,konsernopporgnr,Navn på overliggende enhet,Orgnr til toppenhet,Fylkesnavn,fylkesnavn,kommune_id,Kommunenummer,kommunenavn,Kommunenavn,Intervallkode antall ansatte,Omsetning i hele tusen,Driftsresultat i hele tusen,Dato for etablering,Sektorkode fra SSB,Privat eller offentlig,Nace_1_navn,Nace_5_navn,Nace_5_nr,Y (UTM33),X (UTM33),load_date,Lon,Lat
Sønderland Bigard,938142661,,,18100526,1,Enkeltpersonforetak,,,,Telemark,Telemark,4030,4030,Nissedal,NISSEDAL,0-1,,,2026-07-22,Personlig næringsdrivende,Privat sektor,,,00.000,6557588.890000001,131042.4299999997,2026-08-05 03:37:01,"8,572062066359006","58,9979198620472"
Nordic Shift Woollard,938141339,,,18100524,1,Enkeltpersonforetak,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-07-22,Personlig næringsdrivende,Privat sektor,,,00.000,6559613.74,195775.0,2026-08-05 03:37:01,"9,690843559822822","59,066978496850425"
Håberg Teknikk,938137412,,,18100407,1,Enkeltpersonforetak,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2026-07-22,Personlig næringsdrivende,Privat sektor,,,00.000,6621782.25,169714.13999999966,2026-08-05 03:37:01,"9,143503725211932","59,60303321595815"
NYE Apo Holding AS,938137242,938136092,,18100328,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,,,2026-06-18,,,,,00.000,6655599.84,139910.1200000001,2026-08-05 03:37:01,"8,56069208572507","59,88019989016975"
Structura Moen,938136270,938136262,,18100304,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-07-15,,,Undervisning,Undervisning innenfor idrett og rekreasjon,85.510,6573586.1,191861.40000000037,2026-08-05 03:37:01,"9,603222313097046","59,189095103040216"
Limi Boligutleie AS,938135924,937694709,,18100292,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-04-21,,,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6567791.01,193752.9400000004,2026-08-05 03:37:01,"9,64431133761935","59,13864841690953"
Simen Skarpeteig,938134871,937797710,,18100276,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,,,2026-05-29,,,Industri,Reparasjon og vedlikehold av maskiner,33.120,6604845.890000001,152458.91999999993,2026-08-05 03:37:01,"8,867157339196835","59,43783165390191"
Vijona Gashi,938133735,937793952,,18100257,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-07-21,,,Helse- og sosialtjenester,Tannlegetjenester,86.230,6575612.470000001,192355.6799999997,2026-08-05 03:37:01,"9,608972769035061","59,20757044085741"
Adam Pietrzykowski,938133204,837791472,,18100221,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-05-27,,,Helse- og sosialtjenester,Allmennlegetjenester,86.210,6573008.85,190817.15000000037,2026-08-05 03:37:01,"9,585846255616113","59,18317552727371"
Kragerø Gravstell Sigurdsen,938133158,938133123,,18100216,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,,,2026-07-21,,,Forretningsmessig tjenesteyting,Beplantning av hager og parkanlegg,81.300,6543738.48,177061.0599999996,2026-08-05 03:37:01,"9,389220650215933","58,9113494116458"
Jardar Nikolai Pettersen,938137102,937689470,,18100158,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-05-09,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor scenekunst,90.202,6557632.59,197938.49000000022,2026-08-05 03:37:01,"9,731135455990126","59,05079856813181"
AK Solid Ground ANS,938135681,937719620,,18100129,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-05-01,,,Forretningsmessig tjenesteyting,Beplantning av hager og parkanlegg,81.300,6569867.039999999,193296.40000000037,2026-08-05 03:37:01,"9,63345471877623","59,156881625041365"
Skagerrak Maritim AS,938136793,937806965,,18100042,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-05-21,,,Transport og lagring,Andre tjenester tilknyttet sjøtransport,52.220,6553265.82,198415.15000000037,2026-08-05 03:37:01,"9,745386752986734","59,01208427856726"
Havenly Ganiu,938135460,937649770,,18100030,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4032,4032,Fyresdal,FYRESDAL,0-1,,,2026-05-03,,,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6579953.609999999,106231.6799999997,2026-08-05 03:37:01,"8,103203735550085","59,17523223723952"
Telemark Tak & Membran AS,938131988,931032755,,18099771,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-06-24,,,Bygge- og anleggsvirksomhet,Takarbeid,43.410,6556780.050000001,195814.25999999978,2026-08-05 03:37:01,"9,695443705780725","59,041667445083114"
Super App AS,938131155,,,18099751,1,Aksjeselskap,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-07-08,Private aksjeselskaper mv.,Privat sektor,"Telekommunikasjon, dataprogrammering, konsulentvirksomhet, datainfrastruktur og andre tjenester tilk",Dataprogrammeringstjenester,62.100,6575597.01,190686.83999999985,2026-08-05 03:37:01,"9,57990179921843","59,206219428144"
Skreosen Music,938128928,838128912,,18099639,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-07-20,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,90.201,6556194.130000001,196212.20999999996,2026-08-05 03:37:01,"9,703157368670459","59,03671116903922"
Intersource Norway AS,938128898,937051336,,18099638,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2025-12-29,,,Varehandel,Detaljhandel med spill og leker,47.640,6570833.380000001,193451.2000000002,2026-08-05 03:37:01,"9,634793048290229","59,16563334006577"
Bjønnfeld Gard,938130574,,,18099630,1,Enkeltpersonforetak,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,,,2026-07-21,Personlig næringsdrivende,Privat sektor,,,00.000,6605426.92,162670.40000000037,2026-08-05 03:37:01,"9,045292154007031","59,45133450956747"
Hauklien Holding AS,938129541,938128421,,18099621,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2026-06-18,,,,,00.000,6616320.539999999,178157.00999999978,2026-08-05 03:37:01,"9,300623702618513","59,56081922683131"
Nocl AS,938129479,938128243,,18099619,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-06-03,,,,,00.000,6572252.9399999995,192086.8799999999,2026-08-05 03:37:01,"9,609033783736553","59,177339313323984"
Mekanisk Service Skien AS,938126984,838095682,,18099537,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-07-01,,,Industri,Reparasjon og vedlikehold av maskiner,33.120,6569534.32,193760.86000000034,2026-08-05 03:37:01,"9,642006861274957","59,15424140380468"
Olaussen Fx,938126526,838126502,,18099518,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4030,4030,Nissedal,NISSEDAL,0-1,,,2026-07-20,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,90.201,6545700.85,141847.45999999996,2026-08-05 03:37:01,"8,778213605362799","58,90096521145994"
B.T. Riis Film,938130108,,,18099429,1,Enkeltpersonforetak,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-07-20,Personlig næringsdrivende,Privat sektor,,,00.000,6577518.109999999,192088.65000000037,2026-08-05 03:37:01,"9,601620351041008","59,22441422152013"
Curated By Curtin,938130078,,,18099426,1,Enkeltpersonforetak,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-07-20,Personlig næringsdrivende,Privat sektor,,,00.000,6556909.279999999,196071.0599999996,2026-08-05 03:37:01,"9,699721359310418","59,043005801419774"
BBF AS Konkursbo,938129150,938129142,,18099368,9,,,,,Telemark,Telemark,4020,4020,Midt-Telemark,MIDT-TELEMARK,0-1,,,2026-07-20,,,Eiendomsvirksomhet,Eiendomsforvaltning på oppdrag,68.320,6604614.93,164676.24000000022,2026-08-05 03:37:01,"9,081752064805649","59,44568627371372"
Jens Nilsen Følgebiltjenester,938123217,,,18099189,1,Enkeltpersonforetak,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-07-20,Personlig næringsdrivende,Privat sektor,,,00.000,6557254.029999999,195996.58000000007,2026-08-05 03:37:01,"9,69795280490241","59,04603561311691"
IS og Slush Fra Tetmo Jr,938124558,,,18099130,1,Enkeltpersonforetak,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2026-07-19,Personlig næringsdrivende,Privat sektor,,,00.000,6616635.49,177303.03000000026,2026-08-05 03:37:01,"9,285109736442207","59,56297591617846"
Magnus Mæla,938123594,938123586,,18099099,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-07-18,,,"Kulturell virksomhet, idrett og fritidsaktiviteter",Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,90.201,6555059.51,197223.1799999997,2026-08-05 03:37:01,"9,722257314952893","59,02728235596246"
Hokky Holding AS,938122776,938121338,,18099084,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-06-25,,,,,00.000,6577033.460000001,189495.6299999999,2026-08-05 03:37:01,"9,557087408347087","59,21819142966606"
Thorsnes Digital,938122377,937787138,,18099069,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-05-27,,,"Telekommunikasjon, dataprogrammering, konsulentvirksomhet, datainfrastruktur og andre tjenester tilk",Dataprogrammeringstjenester,62.100,6575563.359999999,193197.86000000034,2026-08-05 03:37:01,"9,623724657283706","59,20774092954806"
Lohne Event,938122075,937681577,,18099048,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,,,2026-05-06,,,Forretningsmessig tjenesteyting,Aktiviteter utført av utflukts- og eventarrangører,79.121,6538691.859999999,177742.00999999978,2026-08-05 03:37:01,"9,408295599661816","58,86675427501954"
Trine Skau Jonassen,938121990,937681429,,18099043,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-05-15,,,Undervisning,Undervisning innenfor idrett og rekreasjon,85.510,6566960.949999999,194901.50999999978,2026-08-05 03:37:01,"9,66545439519204","59,13205131453898"
Norsjøhus AS,938121230,937784007,,18099005,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-05-08,,,Eiendomsvirksomhet,Kjøp og salg av egen fast eiendom,68.110,6572865.18,192865.8799999999,2026-08-05 03:37:01,"9,621740710662896","59,183376977134614"
Frøislie AS,938121214,937784066,,18099004,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4024,4024,Hjartdal,HJARTDAL,0-1,,,2026-05-29,,,"Faglig, vitenskapelig og teknisk tjenesteyting",Byggeteknisk konsulentvirksomhet,71.121,6624713.02,142021.08000000007,2026-08-05 03:37:01,"8,650874462809558","59,606397653626004"
Petrusic Nord Auto,938120935,937783175,,18098990,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-05-27,,,Varehandel,Detaljhandel med motorvogner,47.810,6556983.35,195527.91000000015,2026-08-05 03:37:01,"9,690193802485533","59,043281390573426"
Atelier Kalkmaling AS,938120862,937782411,,18098983,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4034,4034,Tokke,TOKKE,0-1,,,2026-07-01,,,Varehandel,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",47.520,6610885.58,101690.37000000011,2026-08-05 03:37:01,"7,967373626567197","59,44670484460232"
Mathias Svendsen,938117799,938117756,,18098907,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-07-17,,,Transport og lagring,Andre post- og budtjenester,53.200,6565992.710000001,196464.6900000004,2026-08-05 03:37:01,"9,693992911782992","59,12451077904286"
Østerud M.D,838120512,937781148,,18098901,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-05-26,,,Helse- og sosialtjenester,"Spesialiserte legetjenester, unntatt psykiatriske legetjenester",86.221,6572232.279999999,193730.5499999998,2026-08-05 03:37:01,"9,637694010078235","59,17834237016877"
Angre Hytteservice AS,838120202,937779127,,18098900,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4022,4022,Seljord,SELJORD,0-1,,,2026-05-04,,,"Vannforsyning, avløps-, renovasjons- og oppryddingsvirksomhet","Uttak fra kilde, rensing og distribusjon av vann",36.000,6619627.779999999,137715.21999999974,2026-08-05 03:37:01,"8,583741862358089","59,557309410305656"
Haukeli Advisory AS,938118817,938088756,,18098866,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4018,4018,Nome,NOME,0-1,,,2026-06-24,,,"Faglig, vitenskapelig og teknisk tjenesteyting",Bedriftsrådgivning og annen administrativ rådgivning,70.200,6589071.74,164038.66000000015,2026-08-05 03:37:01,"9,094834791279155","59,30634171108334"
Brokefjell AS,938119201,937884273,,18098834,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4028,4028,Kviteseid,KVITESEID,0-1,,,2026-06-01,,,Forretningsmessig tjenesteyting,Kombinerte tjenester tilknyttet eiendomsdrift,81.100,6602885.9399999995,131267.21999999974,2026-08-05 03:37:01,"8,499280912825096","59,40231184772727"
Lasse Ståland,938120749,,,18098667,1,Enkeltpersonforetak,,,,Telemark,Telemark,4010,4010,Siljan,SILJAN,0-1,,,2026-07-17,Personlig næringsdrivende,Privat sektor,,,00.000,6583710.6,198728.29000000004,2026-08-05 03:37:01,"9,708848963007306","59,28455613419885"
Birkhans AS Konkursbo,938119309,938119295,,18098618,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-07-17,,,Varehandel,Detaljhandel med klær,47.710,6564759.1,194160.13999999966,2026-08-05 03:37:01,"9,655632450205498","59,11183175379478"
Pedersen Skog og Maskin,938116032,937673817,,18098476,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-05-20,,,Bygge- og anleggsvirksomhet,Grunnarbeid,43.120,6553175.4399999995,193478.0599999996,2026-08-05 03:37:01,"9,659920147804579","59,00776688995912"
Gimsøy Plass 5 AS,938115788,937729812,,18098459,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-06-01,,,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6574907.460000001,193426.15000000037,2026-08-05 03:37:01,"9,628628343416565","59,20204154194056"
Bamble Utleie AS,838116612,937774737,,18098440,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-05-26,,,Forretningsmessig tjenesteyting,Utleie og leasing av biler og andre lette motorvogner,77.110,6549847.0600000005,193311.49000000022,2026-08-05 03:37:01,"9,661653557228712","58,977886299698596"
Færevik Eckholdt AS,938113475,837762782,,18098381,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-05-22,,,"Faglig, vitenskapelig og teknisk tjenesteyting",Bedriftsrådgivning og annen administrativ rådgivning,70.200,6573945.890000001,193310.20999999996,2026-08-05 03:37:01,"9,627961189162457","59,19336050543345"
Bolig Torvet AS,938113092,937756801,,18098360,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4018,4018,Nome,NOME,0-1,,,2026-06-01,,,"Telekommunikasjon, dataprogrammering, konsulentvirksomhet, datainfrastruktur og andre tjenester tilk",Drift av søkemotorer,63.910,6588743.869999999,160932.25999999978,2026-08-05 03:37:01,"9,04108846566835","59,300934056443936"
Frøysgate 25 AS,938110700,937741901,,18098282,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-04-01,,,Eiendomsvirksomhet,Utleie av egen eller leid fast eiendom,68.200,6564344.52,194164.98000000045,2026-08-05 03:37:01,"9,656295187547848","59,10812828579375"
Marcus Delivery Valerian Anghelina,938109982,938109915,,18098261,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-07-01,,,Transport og lagring,Andre post- og budtjenester,53.200,6575984.949999999,192970.54000000004,2026-08-05 03:37:01,"9,619166802554219","59,21134589824446"
Friberg Coaching,838110002,938109974,,18098255,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-07-16,,,Undervisning,Undervisning innenfor idrett og rekreasjon,85.510,6567544.73,193244.48000000045,2026-08-05 03:37:01,"9,635809772470836","59,136080244177"
Østertun Skog,938117403,,,18098232,1,Enkeltpersonforetak,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2026-07-17,Personlig næringsdrivende,Privat sektor,,,00.000,6616326.57,176473.75,2026-08-05 03:37:01,"9,270979006209823","59,55957555816276"
MJ Pettersen Holding AS,838116272,,,18098209,1,Aksjeselskap,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,,,2026-06-24,Private aksjeselskaper mv.,Privat sektor,,,00.000,6543015.74,177786.2000000002,2026-08-05 03:37:01,"9,402797825213204","58,90543426983023"
Din Arbeidshelsepartner AS,938114315,937676328,,18098101,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4012,4012,Bamble,BAMBLE,0-1,,,2026-04-20,,,"Telekommunikasjon, dataprogrammering, konsulentvirksomhet, datainfrastruktur og andre tjenester tilk",Dataprogrammeringstjenester,62.100,6556163.09,196666.23000000045,2026-08-05 03:37:01,"9,71107738589267","59,036756127081915"
Cwright Holding AS,938112886,937756771,,18097994,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-05-31,,,,,00.000,6561164.17,195413.16999999993,2026-08-05 03:37:01,"9,68241092973086","59,08058421564165"
Ballestad Consulting AS,938112371,937758928,,18097986,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-05-09,,,Eiendomsvirksomhet,Utvikling og salg av byggeprosjekter,68.120,6573193.15,193330.74000000022,2026-08-05 03:37:01,"9,629378162992674","59,18664513344176"
Lege Isak Gisholt,938112800,,,18097981,1,Enkeltpersonforetak,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,,,2026-07-16,Personlig næringsdrivende,Privat sektor,,,00.000,6574219.609999999,188016.25,2026-08-05 03:37:01,"9,535323390493593","59,19195183528225"
Johannes Solheim,938112797,937665474,,18097980,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2026-05-05,,,Transport og lagring,Godstransport på vei,49.410,6620621.92,169992.04000000004,2026-08-05 03:37:01,"9,150208577205357","59,592887507679606"
Gulvpro.No,938109435,837751942,,18097853,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,,,2026-05-21,,,Bygge- og anleggsvirksomhet,Oppføring av bygninger,41.000,6538804.48,177495.79000000004,2026-08-05 03:37:01,"9,403883799980704","58,86757637468069"
Chamberlain Holding AS,938109303,937747853,,18097844,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,,,2026-05-10,,,,,00.000,6567875.710000001,194465.33000000007,2026-08-05 03:37:01,"9,656588611674312","59,13991775666989"
Lodestar Defence AS,938108544,937745435,,18097806,9,Underenhet til næringsdrivende og offentlig forvaltning,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,,,2026-05-04,,,"Faglig, vitenskapelig og teknisk tjenesteyting",Annen teknisk konsulentvirksomhet,71.129,6618447.970000001,176362.36000000034,2026-08-05 03:37:01,"9,265784302022421","59,578444009372355"
