Org. nr.,Navn,Overordnet enhet,Antall ansatte,Organisasjonsform - Kode,Organisasjonsform,NACE 1,NACE 1 - Bransje,Beliggenhetsadresse - Kommune,Postadresse - Kommune
997709438,Skandinavisk kompetensservice ab,998534771,85.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,Skien,
975269957,Kviteseid omsorgssenter,874641022,85.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.102,Sykehjemstjenester,Kviteseid,
988837482,Skien kommune tamburlund 2,986433007,85.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",Skien,Skien
971829095,Trosvik AS,999080669,83.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,25.110,Produksjon av metallkonstruksjoner og deler,Porsgrunn,
974608995,Nome kommune etat for sammfunnsutvikling administrasjon,974640864,83.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.130,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked,Nome,
986083561,Ecura hjemmetjenester og bpa as avd Porsgrunn,916122128,83.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.104,Brukerstyrt personlig assistanse (bpa),Porsgrunn,
974840871,Hydro energi as Telemark,930187240,82.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,35.121,Produksjon av elektrisitet fra vannkraft,Tinn,Oslo
975292789,Stridsklev skole,939991034,82.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Porsgrunn,Porsgrunn
974101157,Saga mat AS,882963632,81.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,47.110,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,Skien,
975269981,Siljan sykehjem,976635221,81.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.102,Sykehjemstjenester,Siljan,Siljan
996763366,Solbakken omsorgsboliger,920297293,81.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",Midt-Telemark,
971793937,Vy buss as avd Notodden,976948394,80.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,49.310,Passasjertransport med rutebil,Notodden,Oslo
974560089,Grenland brann og redning iks avd Skien,925739251,80.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.250,Brannvernaktiviteter,Skien,Skien
994706233,Nav Skien,974241730,80.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.300,Administrasjon av trygdeordninger underlagt offentlig forvaltning,Skien,Skien
974568098,Bamble videregående skole,929882989,80.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.310,Videregående opplæring innenfor studieforberedende utdanningsprogram,Bamble,Skien
992467029,Notodden interkommunale legevakt,997851757,80.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,86.210,Allmennlegetjenester,Notodden,Notodden
992871598,Telemark godslinjer AS,992840455,79.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,49.410,Godstransport på vei,Seljord,
974610167,Tokke helsesenter,974641119,79.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.102,Sykehjemstjenester,Tokke,
971773936,Nor tekstil as avd Skien,988023868,79.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,96.100,Vaskeri- og renserivirksomhet,Skien,
974710536,Vygruppen as Skien,984661177,78.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,49.110,Passasjertransport med jernbane,Skien,
812403842,Norner research AS,912372200,78.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,72.100,Forskning og eksperimentell utvikling innenfor naturvitenskap og teknikk,Porsgrunn,
875278312,Stathelle barneskole,974636271,78.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Bamble,Bamble
975278492,Bø skule,920297293,78.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Midt-Telemark,
983796346,Doktorløkka bosenter,939991034,78.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.102,Sykehjemstjenester,Porsgrunn,Porsgrunn
931229842,Bufetat sør klokkerhuset,986128433,78.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,Skien,Tønsberg
973628569,Mental helse avd Skien,971322926,78.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.996,Andre sosialtjenester uten botilbud ellers,Skien,Oslo
973130889,Pipelife Norge as avd stathelle,980457575,77.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,22.210,"Produksjon av plater, film, rør og profiler av plast",Bamble,Surnadal
926849115,"Telemark fylkeskommune opplæring, kultur og tannhelse",929882989,77.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.120,"Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet",Skien,Skien
974560046,Skien kommune administrasjon byutvikling og drift,974640686,77.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.130,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked,Skien,Skien
934619110,Nav familie- og pensjonsytelser Porsgrunn avd frednesøya,993110469,77.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.300,Administrasjon av trygdeordninger underlagt offentlig forvaltning,Porsgrunn,
912076512,Gvarv skole,920297293,77.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Midt-Telemark,Midt-Telemark
974085062,Kvitsund gymnas,988982857,77.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.310,Videregående opplæring innenfor studieforberedende utdanningsprogram,Kviteseid,
998854024,Skien kommune haugesgate,986433007,77.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,Skien,Skien
931414259,Metrostav Norge as avd Porsgrunn,924549092,76.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,42.110,Bygging av veier og motorveier,Porsgrunn,
974568004,Kragerø videregående skole,929882989,76.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.310,Videregående opplæring innenfor studieforberedende utdanningsprogram,Kragerø,Skien
991412239,Porsgrunn kommune psykisk helse og rusomsorg,939991034,76.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,86.992,Forebyggende helsearbeid,Porsgrunn,Porsgrunn
974609142,Hjartdal omsorgssenter,974640961,76.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.102,Sykehjemstjenester,Hjartdal,
975269949,Sauherad bygdeheim,920297293,76.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.102,Sykehjemstjenester,Midt-Telemark,Midt-Telemark
919963301,Sk armering AS,919931981,75.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,43.990,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,Skien,
973110438,Securitas as avd Skien,920144950,75.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,80.010,Etterforskningstjenester og private vakttjenester,Skien,Oslo
979782918,Kragerø kommune omsorg administrasjon,974640783,75.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.120,"Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet",Kragerø,Kragerø
975320499,Seljord barne- og ungdomsskule skole 1-10,974636352,75.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Seljord,Seljord
974610191,Tokke kommune heimetenesta,974641119,75.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,86.941,Sykepleietjenester og andre helsetjenester i hjemmet,Tokke,Tokke
977007968,Skien kirkelige fellesråd,976991273,75.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,94.910,Aktiviteter i religiøse organisasjoner,Skien,
920275877,Telemark frukthageservice AS,920239854,74.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,01.610,Tjenester tilknyttet planteproduksjon,Midt-Telemark,
971677570,Dnh den norske høyttalerfabr AS,911169037,74.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,26.400,Produksjon av elektronikk til husholdningsbruk,Kragerø,
975278182,Moflata skole,974636247,74.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Skien,Skien
872155252,Rehabiliteringssenteret air AS,934452011,74.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.101,Tjenester i spesialinstitusjon innenfor helse- og omsorg,Vinje,
892469202,Mathuset Skien as avd. Skien,892421722,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,10.850,Produksjon av ferdigmat,Skien,
974305860,Erik tanche nilssen as avd engros Skien,819075832,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,46.490,Engroshandel med andre husholdningsvarer,Skien,Skien
975278077,Gjerpen barneskole,974636247,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Skien,Skien
974568187,Nome videregående skole avd søve,929882989,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.320,Videregående opplæring innenfor yrkesfaglige utdanningsprogram,Nome,Skien
975269973,Gransherad bygdeheim,876821052,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",Notodden,Notodden
992395532,Notodden kommune solhaug boliger pu,876821052,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,Notodden,Notodden
887679282,Nome og Midt-Telemark barnevern,920297293,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,88.991,Barneverntjenester,Midt-Telemark,Midt-Telemark
972305162,Telemark toto AS,977557658,73.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,93.110,Drift av idrettsanlegg,Skien,
973225898,Höganäs borgestad as avd Skien,913936175,72.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,33.200,Installasjon av industrimaskiner og -utstyr,Skien,
890182852,Læringsverkstedet maurtua Skien barnehage,930874620,72.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.100,Førskoleundervisning og drift av barnehager,Skien,Ullensaker
873107812,Palla pharma AS,918275452,71.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,21.200,Produksjon av farmasøytiske preparater,Kragerø,
996675432,Vistin pharma as avd Kragerø fikkjebakke,813120232,71.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,21.200,Produksjon av farmasøytiske preparater,Kragerø,
928197336,Litana ir ko nuf,999301452,71.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,23.610,Produksjon av betongprodukter for bygge- og anleggsvirksomhet,Bamble,
974633175,Sykehusapoteket Skien,992281618,71.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,46.460,Engroshandel med apotekvarer og medisinske varer,Skien,
988070637,Vinje kommune heimetenester svingen bufellesskap,964964610,71.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,Vinje,Vinje
926149067,Bluegreen fusion AS,926128736,70.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,22.240,Produksjon av byggevarer av plast,Bamble,
989031996,Skien kommune einaren,986433007,70.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.104,Tjenester i avlastningsboliger/-institusjoner,Skien,Skien
916453035,Cura kompetanse AS,916366779,70.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,Skien,
973784072,Odds ballklubb,945650885,70.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,93.120,Aktiviteter i idrettslag og -klubber,Skien,Skien
917503168,Caverion Norge as avd herøya prosjekt,959069743,69.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,43.210,Elektrisk installasjonsarbeid,Porsgrunn,Porsgrunn
976149203,Brødrene hansen transport AS,979803672,69.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,49.410,Godstransport på vei,Porsgrunn,
971774568,Straand hotel AS,945805013,69.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,55.100,Drift av hoteller,Kviteseid,
974730677,Statsforvalteren i Vestfold og Telemark avd Skien,974762501,69.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.110,Generell offentlig administrasjon,Skien,Tønsberg
975292797,Notodden ungdomsskole,974636255,69.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Notodden,Notodden
974568063,Nome videregående skole avd lunde,929882989,69.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.320,Videregående opplæring innenfor yrkesfaglige utdanningsprogram,Nome,Skien
988881554,Halliburton as avd Notodden,968967983,68.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,09.109,Andre tjenester tilknyttet utvinning av råolje og naturgass,Notodden,
984662793,Addcon nordic AS,988774677,68.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,20.140,Produksjon av andre organiske kjemiske råvarer,Porsgrunn,Porsgrunn
972143790,Bø varetransport AS,947717103,68.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,49.410,Godstransport på vei,Midt-Telemark,
973789880,Bamble kommune eiendomsforvaltning,974640775,68.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,81.100,Kombinerte tjenester tilknyttet eiendomsdrift,Bamble,Bamble
975278174,Venstøp skole,974636247,68.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Skien,Skien
988071102,Vinje kommune heimetenester avd rauland heimetenester,964964610,68.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,86.941,Sykepleietjenester og andre helsetjenester i hjemmet,Vinje,Vinje
934851552,W1eps AS,932421399,67.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,71.121,Byggeteknisk konsulentvirksomhet,Skien,
992398027,Notodden kommune renholdere og vaktmestere,974640716,67.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,81.100,Kombinerte tjenester tilknyttet eiendomsdrift,Notodden,Notodden
982584434,Customer link as avd Porsgrunn,994460242,67.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,82.200,Telefonvakttjenester og telefonsalg,Porsgrunn,Porsgrunn
976824687,Skien kommune administrasjonen helse og velferd,986433007,67.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,84.120,"Offentlig administrasjon tilknyttet helsestell, undervisning, kultur og annen sosial virksomhet",Skien,Skien
974608642,Holla 10-årige skole,974636301,67.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Nome,Nome
975277976,Vestsiden skole,939991034,67.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Porsgrunn,Porsgrunn
988952540,Borgehaven bo- og rehabiliteringssenter avd døgnrehabilitering,939991034,67.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,87.101,Tjenester i spesialinstitusjon innenfor helse- og omsorg,Porsgrunn,Porsgrunn
878629922,Enrx holding AS,955706137,66.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,27.110,"Produksjon av elektromotorer, generatorer og transformatorer",Skien,Skien
893851062,Set linings international s. a.,993823317,66.0,AAFY,Underenhet til ikke-næringsdrivende,43.230,Installasjon av isoleringsmateriale,Porsgrunn,
922893640,Maristien barnehage,939991034,66.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.100,Førskoleundervisning og drift av barnehager,Porsgrunn,Porsgrunn
973784919,Skien kommune forebyggende helse- tjeneste for barn ungdom og gravide,974636247,66.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,86.942,Helsestasjons- og skolehelsetjenester,Skien,Skien
974874377,Bø hotell AS,972414972,65.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,55.100,Drift av hoteller,Midt-Telemark,
975278018,Mæla ungdomsskole,974636247,65.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,85.201,Ordinær grunnskoleundervisning,Skien,Skien
974564645,Porsgrunn legevakt,939991034,65.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,86.210,Allmennlegetjenester,Porsgrunn,Porsgrunn
829053942,Wrightegaarden langesund AS,929024354,65.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,90.390,Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,Bamble,
990433305,Aarsleff fundamentering & boring AS,990405700,64.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,43.990,Annen spesialisert bygge- og anleggsvirksomhet ikke nevnt annet sted,Nome,Skien
973154451,Haukeliseter fjellstue,946846856,64.0,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,55.100,Drift av hoteller,Vinje,
