Organisasjonsnummer,Navn,Nivå enhetsregisteret,Antall ansatte
913647416,Skien helsehus øyeblikkelig hjelp avd d,3,32.0
973363697,Telemark transport og entreprenør- sentral AS,3,32.0
914360684,Bjorstaddalen næring AS,3,32.0
994249622,Lillefot barnehage,3,32.0
973143697,Varden AS,3,32.0
987918527,Tinn kommune perrongen,3,32.0
976668383,Bø legesenter,3,32.0
976825853,Anleggstenesta i Fyresdal drift/vedlikehald etc,3,32.0
973143654,Telemarksavisa as avd avisforlag,3,32.0
975289990,Siljan ungdomsskole,3,32.0
971896884,Søve AS,3,32.0
812317652,Hydrogenpro asa,3,32.0
977503876,Indre agder og Telemark avfallsselskap iks,3,32.0
988748854,Seljord helsesenter legevakt,3,31.0
974731347,Bo- og miljøtjenesten eidsbygda,3,31.0
987922974,Heimetjenesten i kroken,3,31.0
923822410,Vestfold og Telemark revisjon iks,1,31.0
992097469,Aider sørøst as avd rjukan,3,31.0
987882247,Skien kommune tjenestekontoret,3,31.0
979719779,Skien kommunale voksenopplæring,3,31.0
987692200,Bø sfo,3,31.0
918397175,Haugo entreprenør AS,3,31.0
974504111,Made for movement group AS,3,31.0
973145878,Tveit jakob AS,3,31.0
990961425,Felle maskin AS,3,31.0
971811129,Holte industri AS,3,31.0
975307255,Heddeli barnehage,3,31.0
991651616,Steen-hansen maskin AS,3,31.0
971779896,Spar skjelsvik,3,31.0
980009890,Beha sport AS,3,31.0
971852887,Tellefsen AS,3,31.0
976643836,Vallermyrene barnehage,3,31.0
975307123,Toppen barnehage,3,31.0
994462148,Blå kors borgestadklinikken sa avd Skien,3,31.0
984469527,Bamble kommune ppt og pedagogiske støttetjenester,3,31.0
985561494,Chg-meridian Skien AS,3,30.0
988005592,Mathuset myren AS,3,30.0
973802364,Seljord kommune gravebremsen pu,3,30.0
972331651,Protektiv AS,3,30.0
973833634,Tuddal høyfjellshotell AS,3,30.0
971838019,Grenland boligbyggelag,3,30.0
897128772,Bamble helsehus rehabiliteringsavdelingen,3,30.0
971954868,Assistco AS,3,30.0
996800458,Skien taxi buss AS,3,30.0
972164429,Youbrands,3,30.0
974633302,Høydalsmo skule,3,30.0
875278622,Flatdal oppvekstsenter skole 1-7,3,30.0
973784838,Kverndammen barnehage,3,30.0
999083838,Villa mat AS,3,30.0
974633264,Dalen barnehage,3,30.0
971717505,Beverøya camping AS,3,30.0
935483018,Sykehuset Telemark hf bup ups døgn Skien,3,30.0
975277909,Klevstrand skole,3,30.0
973157272,Autostrada Porsgrunn as avd salg/adm,3,30.0
888085912,Heistadskolene avd sfo,3,30.0
919973595,Tilrettelagt fritid og fritids kontakt barn og unge,3,30.0
974070944,Ulefos brug AS,3,30.0
929074777,Telerør elektro AS,3,29.0
973249193,Brevik losse & lastearb forening,3,29.0
974075741,Børve borchsenius arkitekter AS,3,29.0
987497076,Gassnova sf,3,29.0
828430882,First camp Norge AS,1,29.0
972036218,Niras AS,3,29.0
974085232,Aaltvedt betong AS,3,29.0
814844862,Barmen sag AS,3,29.0
990051976,Langesund bad holding AS,3,29.0
975295532,Siritun barnehage,3,29.0
992397853,Notodden barneskole sfo avd sætre,3,29.0
988086088,Vestsiden skole sfo,3,29.0
975307042,Lundelia barnehage,3,29.0
973752286,Norsk folkehjelp kontakt & servicesentral,3,29.0
991024980,Duverden AS,3,29.0
933329690,Prosecure AS,3,29.0
985189137,Keops kurs og arbeidssenter,3,29.0
976825233,Bamble legetjeneste,3,29.0
974201852,Skrapeklev barnehage sa,3,29.0
874609412,Kviteseid kommune sentraladministrasjon,3,29.0
988392308,Avarn security beredskap AS,3,29.0
973936859,Brakon AS,3,28.0
974117916,Grenland folkehøgskole,3,28.0
986671196,Bilskadesenteret Telemark AS,3,28.0
973061232,Gromstad bil & båt as avd salg,3,28.0
986618066,Yli barnehage AS,3,28.0
975278808,Edland skule avd skule,3,28.0
912096971,Kafé k AS,3,28.0
973957953,Kragerø sjøtjenester AS,3,28.0
987431784,Gaustabanen AS,3,28.0
994971654,Neslandtunet bokollektiv,3,28.0
971673389,Sparebanken din Telemark avd bø,3,28.0
992395575,Notodden kommune ole bulls gate pu,3,28.0
988086495,Porsgrunn kommune frednes omsorgsbolig,3,28.0
929373707,Porsgrunn kommune familiehelsetjenester forebyggende,3,28.0
991690018,Skien kommune maribakkane 1,3,28.0
994544004,Bb bygg AS,3,28.0
987881852,Lunde skole sfo,3,28.0
988746479,Sykehuset Telemark hf adm og fellestjenester Notodden,3,28.0
983072623,Wector yachting AS,3,28.0
974174553,Cafe osebro AS,3,28.0
985773017,Eidanger barnehage,3,28.0
971902876,Rjukan vvs & elektro AS,3,28.0
971802715,Kiwi frogner,3,28.0
925066583,Framtre AS,1,28.0
974157926,Monter storkaas,3,28.0
975315428,Edland barnehage,3,27.0
973494597,Tirilltoppen barnehage,3,27.0
974085240,Gautefall skisenter AS,3,27.0
973494619,Teater ibsen,3,27.0
979643004,Nome kommune tiltak for funksjonshemmede,3,27.0
987926791,Nome kommune psykiatritjeneste inkl bofellesskap,3,27.0
974697777,Oldroyd AS,3,27.0
915779328,Telemark toppidrett ungdomsskole Skien AS,3,27.0
975325091,Sannidal barnehage,3,27.0
974562545,Fyresdal kommune rådmann og fellestenester,3,27.0
976825527,Bamble kommune barnevern,3,27.0
975307158,Nustad barnehage,3,27.0
975325083,Rygi barnehage,3,27.0
992792507,Buerflata barnehage,3,27.0
931579630,Porsgrunn kommune håvundvegen bofellesskap,3,27.0
987955562,Skien kommune rustjenesten,3,27.0
873784822,Falkum barnehage,3,27.0
974548429,Rjukan ungdomsskole,3,27.0
987983515,Langesund sfo,3,27.0
874560022,Skien bibliotek,3,27.0
982905575,Bamble kommune pedellen samlokaliserte boliger,3,27.0
993784540,Notodden kommune gransherad hjemmetjeneste,3,27.0
976255402,Sjøormen kro,3,27.0
815958152,Kongsbergregionen ikt-drift,3,27.0
986812342,Kamek AS,3,27.0
926297902,Ekstrand verksted AS,3,27.0
972843806,Telemarkhus AS,3,27.0
925231460,Brubakken rental AS,1,27.0
973936743,Spire & gro skogtoppen barnehage AS,3,27.0
923821856,Ekeberg auto AS,3,27.0
928649296,Fenomen drift AS,3,27.0
979655401,Anleggsgartner nordengen AS,3,27.0
925884979,Idea barnehage kongsberg AS,1,27.0
972131253,Ganitt entreprenør AS,3,27.0
974139316,Flom AS,3,27.0
972000736,Dyrud elektro AS,3,27.0
985566003,Cathwell AS,3,27.0
973458183,Tippen barnehage,3,27.0
913367448,Sms omsorg AS,3,27.0
986224084,Hoppestad gård AS,3,26.0
886103042,Tinn kommune rjukanbadet kf,3,26.0
973706292,Stathelle og omegns idrettslag,3,26.0
971908424,Borgar kittilsen verksted AS,3,26.0
933984087,Langrønningen kafé AS,3,26.0
973256343,Rauland skisenter,3,26.0
972259047,Kaasa transport AS,3,26.0
971755458,Rauland elektriske AS,3,26.0
917004692,Rema 1000 kjørbekk,3,26.0
912348938,Grenland crossfit AS,3,26.0
988066990,Gisholt & finne as avd kjørbekk,3,26.0
920615384,One accounting AS,3,26.0
972777528,Ghl hage & landskap AS,3,26.0
933527131,Storstøga AS,3,26.0
922549052,Liberty now AS,3,26.0
984655509,Northsea terminal AS,3,26.0
945482184,Trend sko arkaden AS,1,26.0
974609304,Seljord kommune sentraladministrasjon,3,26.0
975278298,Rønholt skole,3,26.0
925998400,Sagaenga barnehage,3,26.0
988744433,Seljord barneskule sfo,3,26.0
817575412,Porsgrunn komune jupiter ring bofellesskap,3,26.0
986194134,Alarmsentralen Telemark,3,26.0
974559889,Gulset barnehage,3,26.0
997619234,Gulset bokollektiv,3,26.0
917277826,Porsgrunn kommune marmorveien bofellesskap,3,26.0
875278282,Herre skole,3,26.0
988748749,Seljord helsesenter allmenn legeteneste,3,26.0
935550076,Pazzo restaurantdrift AS,3,26.0
984095821,Stiftelsen Skien diakonale senter,3,26.0
972165654,Sperre AS,3,26.0
992282487,Empet Porsgrunn dyreklinikk AS,3,26.0
994767623,Eidanger idrettslag,3,26.0
871684502,Brua servicenter AS,3,25.0
992020490,Cafe tullis,3,25.0
919839597,Jacob & gabriel AS,3,25.0
985763526,Circle k Porsgrunn,3,25.0
986059350,Dose AS,3,25.0
972211095,Einaren barnehage,3,25.0
988477230,Vest-telemark brann og redning iks,3,25.0
981671538,Telemark bygg utleie AS,3,25.0
973494732,Skogmusa barnehage sa,3,25.0
981266153,Kjell asbjørn solberg AS,3,25.0
974600064,Kragerø kommune psykisk helse/rus,3,25.0
913949196,Vest-telemark pukkverk AS,3,25.0
911949024,Master minds of training AS,3,25.0
911764512,Strøm mat & bar AS,3,25.0
980844560,Kviteseid transportservice AS,3,25.0
980542602,Tdi 24h criticalexpress AS,3,25.0
986524932,Grenland bilberging AS,3,25.0
985195978,Gjengangeren restaurantdrift,3,25.0
916823770,Burger king myren,3,25.0
919743336,Mhm entreprenør & service AS,3,25.0
871699712,Kragerø elektriske AS,3,25.0
971727179,Fristadsenteret AS,3,25.0
931162624,Buchhom cafe AS,3,25.0
979551045,Bygg tre as avd byggern privat,3,25.0
927991918,Autostrada Seljord AS,3,25.0
919832355,Atrå handelslag sa,3,25.0
976668413,Midt-Telemark kulturskole,3,25.0
975278530,Folkestad skule,3,25.0
975299635,Brattås skole,3,25.0
974559935,Borgestad barnehage,3,25.0
976824458,Enggrav skole og barnehage avd skole,3,25.0
975278131,Skotfoss oppvekstsenter avd skole,3,25.0
979719825,Skien kommune spesialpedagogisk enhet,3,25.0
973784757,Gimsøy barnehage,3,25.0
988807125,Skien kommune avløp,3,25.0
973784749,Kollmyr barnehage,3,25.0
974559757,Skien kommune oppvekst administrasjon,3,25.0
974798379,Sykehuset Telemark hf rjukan - somatikk,3,25.0
975289222,Gransherad skole,3,25.0
975307085,Gransherad barnehage,3,25.0
984469551,Bamble kommune flyktningetjenesten,3,25.0
974115409,Gumpens auto grenland as avd salg/utleie langmyrvegen,3,24.0
974559927,Gråtenmoen barnehage,3,24.0
914611067,Porsgrunn kommune badebetjenter stridsklevhallen,3,24.0
988088617,Porsgrunn kommune tjenestekontoret,3,24.0
973143395,Mobile Skien as avd verksted,3,24.0
975277879,Brevik oppvekstsenter avd skole,3,24.0
914611032,Porsgrunn kommune badebetjenter porsgrunnshallen,3,24.0
919971339,Skien kommune prosjekt og anlegg,3,24.0
994460137,Rustfri spesial produksjon AS,3,24.0
879643392,Nome kommune felleskjøkkenet,3,24.0
874600172,Grenland brann og redning iks avd Kragerø,3,24.0
928191753,Kvito utvikling og arbeid as avd Vinje vta,3,24.0
985846618,Epleblomsten AS,3,24.0
920053823,Kai tveit as avd Kragerø,3,24.0
922413150,Akerhaugen frukt AS,3,24.0
972729884,Roar meen gård,3,24.0
984339372,Tele trans AS,3,24.0
974090872,Lifjellstua AS,3,24.0
988697893,Elteco AS,3,24.0
972095184,Cato rekanes transport AS,3,24.0
916365322,Almaas entreprenør AS,3,24.0
996884694,Sivert montasje AS,3,24.0
920282563,Jemo entreprenør AS,3,24.0
974632055,Vestmar nett AS,3,24.0
980581195,Down town hagesenter AS,3,24.0
972237043,Grenland bilservice AS,3,24.0
928839648,Kverndalen legesenter,3,24.0
819860092,Skien kommune bo- og livsmestring,3,24.0
977235200,Rema 1000 stathelle,3,24.0
974193434,Øygarden eidanger truls øygarden,3,24.0
915232523,Porsgrunds porselænsfabrik AS,1,24.0
871992142,Telemark entreprenørservice AS,3,24.0
988055336,Byens hjerte AS,3,24.0
990880085,As el paso,3,24.0
919934468,Dattebayo Skien AS,3,24.0
972262390,Industrisveis AS,3,24.0
990263280,Arkitektum AS,3,24.0
974117924,Sagavoll folkehøgskole,3,23.0
973472003,Hovettunet barnehage sti,3,23.0
919299762,Porsgrunn kommunes kjøkkentjeneste,3,23.0
974568241,Porsgrunn tannklinikk,3,23.0
930837423,Bø sportsbar AS,3,23.0
987853204,Grenland livredning og svømmeklubb,3,23.0
921766076,Talenthuset,3,23.0
875307282,Brunkeberg barnehage,3,23.0
987731567,Gvarv sfo,3,23.0
892436762,Kragerø kommune holt omsorgsbolig,3,23.0
929846923,Gamle kragerøvei legesenter,3,23.0
971860723,Porsgrunn rørleggerforretning AS,3,23.0
924585579,J.m bygg montasje AS,3,23.0
871805962,Helders malerforretning AS,3,23.0
920627390,A-tech AS,3,23.0
998517966,Herøya nett AS,3,23.0
934246160,Vaksinasjonskontor Skien kommune,3,23.0
981542207,Rema 1000 falkum,3,23.0
974568209,Sykehuset Telemark hf habiliteringsseksjonen,3,23.0
987881933,Moflata skole sfo,3,23.0
988837520,Skien kommune gulsetmyra,3,23.0
915270344,Skien kommune skotfosstorvet,3,23.0
899248082,Minox technology AS,3,23.0
930224200,Konosør AS,3,23.0
933051765,Egon restaurant Porsgrunn,3,23.0
917308098,Kiwi 280 skippergata,3,23.0
975295516,Sundby barnehage,3,22.0
974562618,Fyresdal barnehage,3,22.0
971866217,Solberg bil as avd Notodden,3,22.0
993034169,Tsg holdco AS,1,22.0
995156016,Seljord veterinærkontor AS,3,22.0
972299499,Classique AS,3,22.0
986344616,Diplomaten AS,3,22.0
921457081,Rema 1000 rjukan,3,22.0
971919558,Byggmester johnny jensen,3,22.0
974163500,Moelven sør-tre AS,3,22.0
916644256,Proweld industrier AS,3,22.0
971679484,Spar haukeli,3,22.0
911754924,Rema 1000 gimsøy,3,22.0
974179660,Rjukan hytteby AS,3,22.0
977008220,Midt-Telemark kyrkjelege fellesråd,3,22.0
972898988,Gjerpen håndball,3,22.0
973803956,Treungen barnehage,3,22.0
919907878,"Min barnehage, øyekast AS",3,22.0
975856011,Idea barnehage Notodden AS,3,22.0
971841494,Skien boligbyggelag,3,22.0
935011175,Stormen pub AS,3,22.0
875307002,Hovenga barnehage,3,22.0
988440647,Hjartdal kommune hågan butiltak,3,22.0
972116084,Sentrum vaskeri & renhold AS,3,22.0
987259787,Tvb bolig AS,1,22.0
924002123,Totalriv AS,3,22.0
925665800,Anlegg og tunnel support AS,3,22.0
974597780,Nav Midt-Telemark og Nome,3,22.0
922273863,Merci AS,3,22.0
918077898,Herøya industripark AS,3,22.0
920113796,Sum-it AS,3,22.0
973784811,Bakken barnehage,3,22.0
929025806,Skien kommune forsterket hjemmetjenester,3,22.0
888837582,Skien kommune arkaden,3,22.0
984921098,Vinje kommune brann og beredskap,3,22.0
988070416,Vinje kommune heimetenester avd ytre Vinje heimetenester,3,22.0
974548461,Øverland barnehage,3,22.0
925390038,Grenland bygg AS,3,22.0
971746408,Everket AS,3,22.0
811801402,Hjuksebø montessoriskole sa,3,22.0
973476203,Vesletun barnehage,3,22.0
988081620,Vinje kommune helse avd psykiatrisk sjukepleiarteneste,3,22.0
994394215,Årø barnehage,3,22.0
921647646,Drangedal kommune renhold,3,22.0
974551020,Drangedal kommune kommunedirektørens stab,3,22.0
973795074,Nome voksenopplæring og flyktningetjeneste,3,21.0
974608529,Nome kommune sentraladministrasjon,3,21.0
975278476,Kroken skole,3,21.0
987966572,Kragerø kommune fysioterapi,3,21.0
975321681,Kalstad barnehage,3,21.0
979525087,Kragerø læringssenter,3,21.0
979525125,Helsestasjonen i Kragerø,3,21.0
999280137,Notodden energi as avd handel med elektrisitet,3,21.0
974116030,Bamble mekaniske industri AS,3,21.0
890372562,Rema 1000 vallemyrene,3,21.0
973119672,Skanem rjukan AS,3,21.0
991352910,Camp supply international AS,3,21.0
919017023,Trescon AS,3,21.0
919936177,Norsk sprinklerteknikk AS,3,21.0
916598041,Kiwi 513 ulefoss,3,21.0
998065402,Mtm anlegg AS,3,21.0
972011827,Kaasa maskin AS,3,21.0
988312517,Gulset grill og pizza AS,3,21.0
973288431,Skårberg maskin AS,3,21.0
974560038,Ibsenhuset AS,3,21.0
972016357,Arena kompetanse AS,3,21.0
922093474,Telemark toppidrett ungdomsskole Porsgrunn AS,3,21.0
975909697,Solsikke barnehage,3,21.0
987964154,Kragerø kommune bygg og areal,3,21.0
974633213,Sykehuset Telemark hf trekløveren barnehage,3,21.0
975292509,Notodden kommune oppvekst administrasjon,3,21.0
813285592,Notodden bok & blueshus avd kino,3,21.0
913065115,Danys cafe AS,3,21.0
873351152,Bamble taxi sa,3,21.0
924904364,Autostrada bil AS,3,21.0
932291746,Stasjonsdrift blandkjenn AS,1,21.0
976668375,Driv arbeids- og aktivitetssenter,3,21.0
974610035,Nissedal kommune fellestenester,3,21.0
994406345,Porsgrunn kommune lilleborge,3,21.0
915269745,Skien kommune einartun,3,21.0
975296377,Kviteseid barnehage,3,21.0
987881623,Bratsbergkleiva skole sfo,3,21.0
973796321,Bø kino,3,21.0
975307352,Øyfjell oppvekstsenter avd barnehage,3,21.0
924965126,Stena confidential AS,1,21.0
980298019,Renovest iks,3,21.0
998318866,Modulservice AS,3,21.0
990383286,Bko olsen AS,3,21.0
973230182,Rauland varesenter AS,3,21.0
918589473,Rema 1000 Siljan,3,21.0
926062816,Lotus total AS,3,21.0
972280305,Servie AS,3,21.0
913926889,Fersk og ferdig selskapsmat AS,3,21.0
998850371,Aplia AS,1,21.0
873270802,Notodden boligbyggelag,3,21.0
825197222,Fellestjenester sa,3,21.0
916530501,Notodden kommune bolig grosvollveien,3,21.0
974559919,Tiedemannsjordet barnehage,3,21.0
913240154,Herligheten isbar AS,3,21.0
874632392,Føre as avd ulefoss,3,21.0
975307220,Sauland barnehage,3,21.0
980043347,Svømmeklubben poseidon,3,21.0
973470000,Brekke barnehage,3,21.0
927325713,Blue power AS,3,21.0
919973552,Skien kommune administrasjon kultur og fritid,3,21.0
888086102,Stridsklev skole sfo,3,21.0
972239968,Lysbuen barnehage,3,20.0
986786619,Telemarksgalleriet,3,20.0
971977590,Sykehuset Telemark hf ambulansetjenesten Bamble,3,20.0
975843084,Rema 1000 bø,3,20.0
995227843,Tveiten skole sfo,3,20.0
972014222,Torben w rasmussen AS,3,20.0
886789912,Måkeredet AS,3,20.0
974161532,Rema 1000 herøya,3,20.0
974548445,Skibakkesletta barnehage,3,20.0
974609355,Nestunet bukollektiv,3,20.0
992537507,Tangen bygg AS,3,20.0
988542881,Redo biosolutions AS,3,20.0
979567774,Irmat AS,3,20.0
991159134,As polar,3,20.0
971685050,Evensen bjarne malermester AS,3,20.0
984906374,Glekse AS,3,20.0
917640076,Rema 1000 down town,3,20.0
981175166,Extra bø avd 4285,3,20.0
973818376,Pizza fjoset,3,20.0
998452805,Eyde bar & restaurant AS,3,20.0
928262766,Olavsberget camping og badeplass AS,3,20.0
889848022,Brattrein hotell AS,3,20.0
973060244,Gumpens auto Notodden as avd bilverksted,3,20.0
983642977,Boligbyggelagenes boservice AS,3,20.0
874447862,Karjolen pub AS,3,20.0
994151207,Midt-Telemark pizza AS,3,20.0
987921560,Valle båthavn AS,3,20.0
971786833,Vaa diesel auto AS,3,20.0
981422481,Rema 1000 tuven,3,20.0
998010942,Grashoppa barnehage,3,20.0
926277510,Odds ballklubb kvinner,3,20.0
924987677,Creer omsorg AS,3,20.0
995296713,Tinn montessoriskole sa,3,20.0
995199394,Sandøya montessoriskole,3,20.0
987983558,Rugtvedt sfo,3,20.0
974608871,Nome kommune hjemmetjenesten lunde distrikt,3,20.0
876825252,Bamble helsestasjon,3,20.0
918518673,Telemark seaworx AS,3,20.0
974559900,Lundedalen barnehage,3,20.0
973143387,Mobile Skien as avd salg,3,20.0
988086665,Porsgrunn kommune miljøarbeidertjenesten avd klyvegata,3,20.0
974610124,Tokke kommune sentraladministrasjon,3,20.0
877008312,Tinn kirkelige fellesråd,3,20.0
934273915,Tinn bilsenter AS,3,20.0
972286559,Spire & gro liane barnehage AS,3,20.0
975320723,Brattås barnehage,3,20.0
990361177,Teleklima AS,3,19.0
926393421,Dp greåker AS,1,19.0
977561116,Lundetangen pub drift AS,3,19.0
915854060,Kirkebukta dagligvare AS,3,19.0
986729208,Visitrjukan AS,3,19.0
876467992,Dyrsku'n arrangement AS,3,19.0
999544894,Kulturlandskaperne AS,3,19.0
974168138,Misjon uten grenser,3,19.0
972242462,Vrådal panorama AS,3,19.0
932088843,Himmelblå bpa as avd Skien,3,19.0
972127361,Raulandsakademiet AS,3,19.0
920802133,Barkaden Skien AS,3,19.0
987956070,Kragerø kommune sjådamveien 37-39 omsorgsboliger,3,19.0
998565030,Kragerø legevakt,3,19.0
998649072,Krinkel-kroken AS,3,19.0
874556262,Notodden kulturskole,3,19.0
876825112,Notodden kommune storgata 86 bolig,3,19.0
974559854,Klosterskogen barnehage,3,19.0
983974155,Sykehuset Telemark hf Kragerø - somatikk,3,19.0
975326918,Sykehuset Telemark hf bup Notodden,3,19.0
914474043,Sykehuset Telemark hf ambulansetjenesten Vinje,3,19.0
918124136,Telemark fylkeskommune pp-tjenesten,3,19.0
926403559,B45 anlegg AS,3,19.0
921024207,Viking bygg AS,3,19.0
980595870,Jan stenersen transport AS,3,19.0
972326186,Notodden renovasjon & gjenvinning AS,3,19.0
988837415,Skien kommune vaskeritjenesten,3,19.0
974564505,Porsgrunn kommune pedagogisk-psykologisk tjeneste,3,19.0
930805858,Bamble kommune bamblehjelpa,3,19.0
971986891,Cranemaster AS,3,19.0
933792528,Sykkelbryggeriet AS,3,19.0
971916931,Seljord rekneskaps-service AS,3,19.0
977388503,Grenland bakeri & conditori AS,3,19.0
973144901,Ingebjørg almankås AS,3,19.0
924931949,Lega ost og bakst AS,3,19.0
974608812,Nome legesenter,3,19.0
974562588,Fyresdal legesenter,3,19.0
975297101,Falkåsen kunst- og kulturbarnehage,3,19.0
987983523,Rønholt sfo,3,19.0
924972378,Stannum AS,3,19.0
919656344,Pcp AS,3,19.0
916581092,Husly kafé & catering AS,3,19.0
872016872,Sport 1 Kragerø AS,3,19.0
914237645,Sushi & wok dattebayo,3,19.0
