Level,Org. nr.,Navn,Parent Employees,Children Count,Children Sum,Difference,Matches
1 vs 2,822236162,Liberty now AS,26.0,1,26.0,0.0,True
1 vs 2,820585402,One accounting AS,26.0,1,26.0,0.0,True
1 vs 2,992231998,Empet Porsgrunn dyreklinikk AS,26.0,1,26.0,0.0,True
1 vs 2,980670899,Ghl hage & landskap AS,26.0,1,26.0,0.0,True
1 vs 2,912344657,Grenland crossfit AS,26.0,1,26.0,0.0,True
1 vs 2,983933475,Stiftelsen Skien diakonale senter,26.0,1,26.0,0.0,True
1 vs 2,990035520,Eidanger idrettslag,26.0,1,26.0,0.0,True
1 vs 2,976910915,Gumpens auto Notodden AS,26.0,2,26.0,0.0,True
1 vs 2,987009640,Borgar kittilsen verksted AS,26.0,1,26.0,0.0,True
1 vs 2,913936043,Vest-telemark pukkverk AS,25.0,1,25.0,0.0,True
1 vs 2,920032702,Kai tveit AS,25.0,1,24.0,1.0,False
1 vs 2,981259572,Kjell asbjørn solberg AS,25.0,1,25.0,0.0,True
1 vs 2,919642564,Mhm entreprenør & service AS,25.0,1,25.0,0.0,True
1 vs 2,966284420,Kragerø elektriske AS,25.0,1,25.0,0.0,True
1 vs 2,997136012,Fristadsenteret AS,25.0,1,25.0,0.0,True
1 vs 2,918767525,Hovenga autosenter AS,25.0,1,25.0,0.0,True
1 vs 2,989310070,Brua servicenter AS,25.0,1,25.0,0.0,True
1 vs 2,941729479,Atrå handelslag sa,25.0,1,25.0,0.0,True
1 vs 2,979517408,Bygg tre AS,25.0,2,25.0,0.0,True
1 vs 2,927975564,Autostrada Seljord AS,25.0,1,25.0,0.0,True
1 vs 2,980786242,Kviteseid transportservice AS,25.0,1,25.0,0.0,True
1 vs 2,989434098,Tdi 24h criticalexpress AS,25.0,1,25.0,0.0,True
1 vs 2,916844026,Grenland bilberging AS,25.0,1,25.0,0.0,True
1 vs 2,911722267,Strøm mat & bar AS,25.0,1,25.0,0.0,True
1 vs 2,912855295,Hava Skien AS,25.0,1,25.0,0.0,True
1 vs 2,919643870,Jacob & gabriel AS,25.0,1,25.0,0.0,True
1 vs 2,935755662,Bluesky mondan AS,25.0,1,25.0,0.0,True
1 vs 2,943049289,Buchholm cafe AS,25.0,1,25.0,0.0,True
1 vs 2,988305294,Gjengangeren restaurantdrift marian gravli ruud,25.0,1,25.0,0.0,True
1 vs 2,990223246,Dose AS,25.0,1,25.0,0.0,True
1 vs 2,981640608,Telemark bygg utleie AS,25.0,1,25.0,0.0,True
1 vs 2,994517139,Vest-telemark brann og redning iks,25.0,1,25.0,0.0,True
1 vs 2,951933813,Einaren barnehage sa,25.0,1,25.0,0.0,True
1 vs 2,971497653,Skogmusa barnehage sa,25.0,1,25.0,0.0,True
1 vs 2,911914115,Master minds of training AS,25.0,1,25.0,0.0,True
1 vs 2,976991397,Bamble kirkelige fellesråd,25.0,2,25.0,0.0,True
1 vs 2,988421804,La femme AS,25.0,2,25.0,0.0,True
1 vs 2,971184507,Roar meen gård,24.0,1,24.0,0.0,True
1 vs 2,922332010,Akerhaugen frukt AS,24.0,1,24.0,0.0,True
1 vs 2,914968682,Epleblomsten AS,24.0,1,24.0,0.0,True
1 vs 2,915232523,Porsgrunds porselænsfabrik AS,24.0,2,12.0,12.0,False
1 vs 2,994455729,Rustfri spesial produksjon AS,24.0,1,24.0,0.0,True
1 vs 2,965799877,Industrisveis AS,24.0,1,24.0,0.0,True
1 vs 2,925549738,Føre AS,24.0,2,21.0,3.0,False
1 vs 2,979399901,Vestmar nett AS,24.0,1,24.0,0.0,True
1 vs 2,920246354,Jemo entreprenør AS,24.0,1,24.0,0.0,True
1 vs 2,933509524,Telemark entreprenørservice AS,24.0,1,24.0,0.0,True
1 vs 2,925148164,Almås entreprenør AS,24.0,1,24.0,0.0,True
1 vs 2,930047066,Sivert montasje AS,24.0,1,24.0,0.0,True
1 vs 2,988638897,Elteco AS,24.0,1,24.0,0.0,True
1 vs 2,916315074,Egell-johnsen mat AS,24.0,1,24.0,0.0,True
1 vs 2,911589354,Øygarden eidanger truls øygarden,24.0,1,24.0,0.0,True
1 vs 2,990666555,Down town hagesenter AS,24.0,1,24.0,0.0,True
1 vs 2,919134062,Grenland bilservice AS,24.0,1,24.0,0.0,True
1 vs 2,913721462,Cato rekanes transport AS,24.0,1,24.0,0.0,True
1 vs 2,987647736,Tele trans AS,24.0,1,24.0,0.0,True
1 vs 2,985185468,Lifjellstua AS,24.0,1,24.0,0.0,True
1 vs 2,919915722,Dattebayo Skien AS,24.0,1,24.0,0.0,True
1 vs 2,929417747,Byens hjerte AS,24.0,1,24.0,0.0,True
1 vs 2,931067869,As el paso,24.0,1,24.0,0.0,True
1 vs 2,914994780,Arkitektum AS,24.0,1,24.0,0.0,True
1 vs 2,998509289,Herøya nett AS,23.0,1,23.0,0.0,True
1 vs 2,924001216,Porsgrunn rørleggerforretning AS,23.0,1,23.0,0.0,True
1 vs 2,924567260,J.m bygg montasje AS,23.0,1,23.0,0.0,True
1 vs 2,913883330,Helders malerforretning AS,23.0,1,23.0,0.0,True
1 vs 2,915299512,A-tech AS,23.0,1,23.0,0.0,True
1 vs 2,816844592,Mathuset skippergata AS,23.0,1,23.0,0.0,True
1 vs 2,932361213,Hanes mat AS,23.0,1,23.0,0.0,True
1 vs 2,933664856,Thomas haukedal AS,23.0,2,23.0,0.0,True
1 vs 2,912090396,Norbekk AS,23.0,1,23.0,0.0,True
1 vs 2,930797421,Bø sportsbar AS,23.0,1,23.0,0.0,True
1 vs 2,930181366,Konosør AS,23.0,1,23.0,0.0,True
1 vs 2,974421747,Minox technology AS,23.0,1,23.0,0.0,True
1 vs 2,971487984,Hovettunet barnehage sti,23.0,1,23.0,0.0,True
1 vs 2,971547103,Stiftelsen sagavoll folkehøgskole,23.0,1,23.0,0.0,True
1 vs 2,987807342,Grenland livredning og svømmeklubb,23.0,1,23.0,0.0,True
1 vs 2,835259072,Moelven sør-tre AS,22.0,1,22.0,0.0,True
1 vs 2,911606003,Proweld industrier AS,22.0,1,22.0,0.0,True
1 vs 2,966731508,Everket AS,22.0,1,22.0,0.0,True
1 vs 2,925367710,Grenland bygg AS,22.0,1,22.0,0.0,True
1 vs 2,941441769,Johnny jensen AS,22.0,1,22.0,0.0,True
1 vs 2,987259787,Tvb bolig AS,22.0,2,17.0,5.0,False
1 vs 2,923829407,Totalriv AS,22.0,1,22.0,0.0,True
1 vs 2,925638684,Anlegg og tunnel support AS,22.0,1,22.0,0.0,True
1 vs 2,914633117,Telemark dagligvare edland AS,22.0,1,22.0,0.0,True
1 vs 2,915242790,Jappen mat AS,22.0,1,22.0,0.0,True
1 vs 2,921438834,Styrvold mat AS,22.0,1,22.0,0.0,True
1 vs 2,986281622,Diplomaten AS,22.0,1,22.0,0.0,True
1 vs 2,963672233,Classique AS,22.0,1,22.0,0.0,True
1 vs 2,940109981,Rjukan hytteby AS,22.0,1,22.0,0.0,True
1 vs 2,834141612,Merci AS,22.0,1,22.0,0.0,True
1 vs 2,934968212,Stormen pub AS,22.0,1,22.0,0.0,True
1 vs 2,997039262,Sum-it AS,22.0,1,22.0,0.0,True
1 vs 2,917673225,Herøya industripark AS,22.0,1,22.0,0.0,True
1 vs 2,993034169,Tsg holdco AS,22.0,1,11.0,11.0,False
1 vs 2,895145432,Seljord veterinærkontor AS,22.0,1,22.0,0.0,True
1 vs 2,989208004,Sentrum vaskeri & renhold AS,22.0,1,22.0,0.0,True
1 vs 2,919850329,"Min barnehage, øyekast AS",22.0,1,22.0,0.0,True
1 vs 2,930713619,Idea barnehage Notodden AS,22.0,1,22.0,0.0,True
1 vs 2,971490268,Vesletun barnehage,22.0,1,22.0,0.0,True
1 vs 2,911759500,Hjuksebø montessoriskole sa,22.0,1,22.0,0.0,True
1 vs 2,925994995,Idea kompetanse jobb og utvikling AS,22.0,3,19.0,3.0,False
1 vs 2,961628083,Gjerpen håndball,22.0,1,22.0,0.0,True
1 vs 2,922753318,Midt-Telemark kyrkjelege fellesråd,22.0,1,22.0,0.0,True
1 vs 2,976103238,Skanem rjukan AS,21.0,1,21.0,0.0,True
1 vs 2,986855718,Hellestad sandtak AS,21.0,3,19.0,2.0,False
1 vs 2,935881706,Bamble mekaniske industri AS,21.0,1,21.0,0.0,True
1 vs 2,999263798,Notodden energi AS,21.0,2,21.0,0.0,True
1 vs 2,980018725,Renovest iks,21.0,1,21.0,0.0,True
1 vs 2,924965126,Stena confidential AS,21.0,1,14.0,7.0,False
1 vs 2,998210585,Modulservice AS,21.0,1,21.0,0.0,True
1 vs 2,887932042,Skårberg maskin AS,21.0,1,21.0,0.0,True
1 vs 2,936537960,Kaasa maskin AS,21.0,1,21.0,0.0,True
1 vs 2,997977939,Mtm anlegg AS,21.0,1,21.0,0.0,True
1 vs 2,919847816,Norsk sprinklerteknikk AS,21.0,1,21.0,0.0,True
1 vs 2,918943358,Trescon AS,21.0,1,21.0,0.0,True
1 vs 2,882722252,Camp supply international AS,21.0,1,21.0,0.0,True
1 vs 2,915808492,Ulefoss dagligvare AS,21.0,1,21.0,0.0,True
1 vs 2,916982550,K skogen AS,21.0,1,21.0,0.0,True
1 vs 2,918540385,Borgersen dagligvare AS,21.0,1,21.0,0.0,True
1 vs 2,990146969,Rauland varesenter AS,21.0,1,21.0,0.0,True
1 vs 2,932291746,Stasjonsdrift blandkjenn AS,21.0,1,12.0,9.0,False
1 vs 2,922078165,Autostrada bil AS,21.0,1,21.0,0.0,True
1 vs 2,971452749,Bamble taxi sa,21.0,1,21.0,0.0,True
1 vs 2,919767324,Pizza kompaniet AS,21.0,1,21.0,0.0,True
1 vs 2,919967633,Danys cafe AS,21.0,1,21.0,0.0,True
1 vs 2,995697319,Gulset grill og pizza AS,21.0,1,21.0,0.0,True
1 vs 2,829268922,Herligheten isbar AS,21.0,1,21.0,0.0,True
1 vs 2,927189275,Fersk og ferdig selskapsmat AS,21.0,1,21.0,0.0,True
1 vs 2,998850371,Aplia AS,21.0,1,14.0,7.0,False
1 vs 2,947158635,Notodden boligbyggelag,21.0,1,21.0,0.0,True
1 vs 2,925089494,Fellestjenester sa,21.0,1,21.0,0.0,True
1 vs 2,861824152,Servie AS,21.0,1,21.0,0.0,True
1 vs 2,914087635,Fjuz kommunikasjon AS,21.0,1,17.0,4.0,False
1 vs 2,926033794,Lotus total AS,21.0,1,21.0,0.0,True
1 vs 2,927159260,Blue power AS,21.0,1,21.0,0.0,True
1 vs 2,970929231,Brekke barnehage sa,21.0,1,21.0,0.0,True
1 vs 2,975906868,Stiftelsen solsikke barnehage,21.0,1,21.0,0.0,True
1 vs 2,922079129,Telemark toppidrett ungdomsskole Porsgrunn AS,21.0,1,21.0,0.0,True
1 vs 2,960368525,Arena kompetanse AS,21.0,1,21.0,0.0,True
1 vs 2,932773619,Ibsenhuset AS,21.0,1,21.0,0.0,True
1 vs 2,979940297,Svømmeklubben poseidon Porsgrunn,21.0,1,21.0,0.0,True
1 vs 2,991026142,Polar grenland AS,20.0,1,20.0,0.0,True
1 vs 2,948905299,Beha-hedo marine AS,20.0,2,20.0,0.0,True
1 vs 2,987905506,Valle båthavn AS,20.0,1,20.0,0.0,True
1 vs 2,984238126,Redo biosolutions AS,20.0,1,20.0,0.0,True
1 vs 2,984364458,Irmat AS,20.0,1,20.0,0.0,True
1 vs 2,992531762,Tangen-bygg AS,20.0,1,20.0,0.0,True
1 vs 2,818465572,Telemark seaworx AS,20.0,1,20.0,0.0,True
1 vs 2,966908165,Malermester evensen AS,20.0,1,20.0,0.0,True
1 vs 2,986756191,Måkeredet AS,20.0,1,20.0,0.0,True
1 vs 2,824281912,Strimp dagligvare AS,20.0,1,20.0,0.0,True
1 vs 2,914816467,Mikkel handel AS,20.0,1,20.0,0.0,True
1 vs 2,917570795,Glenn hellstrand AS,20.0,1,20.0,0.0,True
1 vs 2,933457648,Rune digranes bøen AS,20.0,1,20.0,0.0,True
1 vs 2,935044596,Tommy johansen tuven AS,20.0,1,20.0,0.0,True
1 vs 2,993500526,Vaa diesel auto AS,20.0,1,20.0,0.0,True
1 vs 2,996644200,Sport 1 glexe AS,20.0,1,20.0,0.0,True
1 vs 2,984580029,Brattrein hotell AS,20.0,1,20.0,0.0,True
1 vs 2,926781316,Olavsberget camping og badeplass AS,20.0,1,20.0,0.0,True
1 vs 2,915105165,Eyde bar & restaurant AS,20.0,1,20.0,0.0,True
1 vs 2,970980946,Pizza fjoset AS,20.0,1,20.0,0.0,True
1 vs 2,994115154,Midt-Telemark pizza AS,20.0,1,20.0,0.0,True
1 vs 2,991058265,Karjolen pub AS,20.0,1,20.0,0.0,True
1 vs 2,983549233,Boligbyggelagenes boservice AS,20.0,1,20.0,0.0,True
1 vs 2,979519478,Torben w rasmussen AS,20.0,1,20.0,0.0,True
1 vs 2,926178164,Spire & gro liane barnehage AS,20.0,1,20.0,0.0,True
1 vs 2,997999231,Grashoppa barnehage AS,20.0,1,20.0,0.0,True
1 vs 2,995197146,Sandøya montessoriskole,20.0,1,20.0,0.0,True
1 vs 2,995277727,Tinn montessoriskole sa,20.0,1,20.0,0.0,True
1 vs 2,924952326,Creer omsorg AS,20.0,1,20.0,0.0,True
1 vs 2,826201932,Odds ballklubb kvinner,20.0,1,20.0,0.0,True
1 vs 2,876991632,Tinn kirkelige fellesråd,20.0,1,20.0,0.0,True
1 vs 2,834241412,Tinn bilsenter AS,20.0,1,20.0,0.0,True
1 vs 2,924894822,Lega ost og bakst AS,19.0,1,19.0,0.0,True
1 vs 2,985459576,Grenland bakeri & conditori AS,19.0,1,19.0,0.0,True
1 vs 2,956511534,Ingebjørg almankås AS,19.0,1,19.0,0.0,True
1 vs 2,924940379,Stannum AS,19.0,1,19.0,0.0,True
1 vs 2,965455205,Notodden renovasjon & gjenvinning AS,19.0,1,19.0,0.0,True
1 vs 2,880574442,Jan stenersen transport AS,19.0,1,19.0,0.0,True
1 vs 2,921003900,Viking bygg AS,19.0,1,19.0,0.0,True
1 vs 2,926376918,B45 anlegg AS,19.0,1,19.0,0.0,True
1 vs 2,990330255,Teleklima AS,19.0,1,19.0,0.0,True
1 vs 2,915786294,Kirkebukta dagligvare AS,19.0,1,19.0,0.0,True
1 vs 2,970994092,Brødr berg stenindustri AS,19.0,2,18.0,1.0,False
1 vs 2,998617677,Krinkel-kroken AS,19.0,1,19.0,0.0,True
1 vs 2,983103545,Sport 1 Kragerø AS,19.0,1,19.0,0.0,True
1 vs 2,919407077,Pcp AS,19.0,1,19.0,0.0,True
1 vs 2,970940510,Grenland havn iks,19.0,3,16.0,3.0,False
1 vs 2,816549582,Husly kafé & catering AS,19.0,1,19.0,0.0,True
1 vs 2,913212266,Hafsund feriehytter AS,19.0,2,17.0,2.0,False
1 vs 2,914201055,Dattebayo AS,19.0,1,19.0,0.0,True
1 vs 2,913953959,Lundetangen pub drift AS,19.0,1,19.0,0.0,True
1 vs 2,920769926,Barkaden Skien AS,19.0,1,19.0,0.0,True
1 vs 2,933775402,Sykkelbryggeriet AS,19.0,1,19.0,0.0,True
1 vs 2,910861360,Seljord rekneskaps-service AS,19.0,1,19.0,0.0,True
1 vs 2,961904900,Cranemaster AS,19.0,1,19.0,0.0,True
1 vs 2,986572228,Visitrjukan AS,19.0,1,19.0,0.0,True
1 vs 2,976466365,Dyrsku'n arrangement AS,19.0,1,19.0,0.0,True
1 vs 2,946733105,Raulandsakademiet as norsk senter for folkekultur,19.0,1,19.0,0.0,True
1 vs 2,999336744,Kulturlandskaperne AS,19.0,1,19.0,0.0,True
1 vs 2,932077531,Himmelblå bpa AS,19.0,2,19.0,0.0,True
1 vs 2,958709579,Vrådal panorama AS,19.0,1,19.0,0.0,True
1 vs 2,971467134,Misjon uten grenser,19.0,1,19.0,0.0,True
1 vs 2,914791189,Seram coatings AS,18.0,1,18.0,0.0,True
1 vs 2,823164912,Ts site services AS,18.0,1,14.0,4.0,False
1 vs 2,941727603,Flyteknisk Notodden AS,18.0,1,18.0,0.0,True
1 vs 2,922899517,Signal companiet AS,18.0,1,18.0,0.0,True
1 vs 2,914253454,Borgestad bygg AS,18.0,1,18.0,0.0,True
1 vs 2,922558337,Ole jonny madsen maskinentreprenør AS,18.0,1,18.0,0.0,True
1 vs 2,911905760,Blikkenslager kvelland AS,18.0,1,18.0,0.0,True
1 vs 2,998544947,Skanits AS,18.0,1,18.0,0.0,True
1 vs 2,979708440,Lidvard arvesen AS,18.0,2,15.0,3.0,False
1 vs 2,942968787,Lia sagbruk AS,18.0,2,15.0,3.0,False
1 vs 2,911666286,Kr fjeld AS,18.0,1,18.0,0.0,True
1 vs 2,922846685,Frode svarstad-elverhøy AS,18.0,1,18.0,0.0,True
1 vs 2,930337056,Lyngholm retail AS,18.0,1,18.0,0.0,True
1 vs 2,931314874,Fyresdal mat AS,18.0,1,18.0,0.0,True
1 vs 2,975962482,Sluppan dagligvare AS,18.0,1,18.0,0.0,True
1 vs 2,999201652,Tmt dagligvare AS,18.0,1,18.0,0.0,True
1 vs 2,937104863,Austbygde bakeri AS,18.0,1,18.0,0.0,True
1 vs 2,925248878,Høydalsmo servicestasjon AS,18.0,1,18.0,0.0,True
1 vs 2,991819002,Hjerterom AS,18.0,1,18.0,0.0,True
1 vs 2,926979140,E aarhus AS,18.0,1,18.0,0.0,True
1 vs 2,986940006,Telemark taxi AS,18.0,1,18.0,0.0,True
1 vs 2,931961888,Telemark hotelldrift AS,18.0,1,18.0,0.0,True
1 vs 2,922834636,Bk Notodden AS,18.0,1,18.0,0.0,True
1 vs 2,929221818,Dp falkum AS,18.0,1,18.0,0.0,True
1 vs 2,930570958,Bobben spiseri og vinbar AS,18.0,1,18.0,0.0,True
1 vs 2,932999056,Zia foods,18.0,1,18.0,0.0,True
1 vs 2,998057493,Mjonøy AS,18.0,1,18.0,0.0,True
1 vs 2,921198256,Europakaffe AS,18.0,1,18.0,0.0,True
1 vs 2,996907120,Sailors inn AS,18.0,1,18.0,0.0,True
1 vs 2,899115562,Provendo AS,18.0,2,18.0,0.0,True
1 vs 2,933249913,Haugerud regnskapskontor AS,18.0,2,18.0,0.0,True
1 vs 2,913492099,Trainee Vestfold og Telemark AS,18.0,1,18.0,0.0,True
1 vs 2,932829169,Telegruppen AS,18.0,1,18.0,0.0,True
1 vs 2,912550206,Kelda dynamics AS,18.0,1,18.0,0.0,True
1 vs 2,993213896,Telemark park & hageanlegg AS,18.0,1,18.0,0.0,True
1 vs 2,915156053,Frydensborg gård barnehage AS,18.0,1,18.0,0.0,True
1 vs 2,925273120,Skauen kristelige barnehage AS,18.0,1,18.0,0.0,True
1 vs 2,970158219,Nff Telemark,18.0,1,18.0,0.0,True
1 vs 2,984545878,Skien svømmeklubb,18.0,1,18.0,0.0,True
1 vs 2,927102153,Skyland brotorvet AS,18.0,1,18.0,0.0,True
1 vs 2,971212659,Bryns blomster AS,17.0,1,17.0,0.0,True
1 vs 2,928838188,Fritzøe skoger AS,17.0,1,17.0,0.0,True
1 vs 2,984046162,Thure trykk AS,17.0,1,17.0,0.0,True
1 vs 2,964102651,Nouryon pulp and performance chemicals Norway AS,17.0,1,17.0,0.0,True
1 vs 2,988717886,Keytouch technology AS,17.0,1,17.0,0.0,True
1 vs 2,916482388,Ulefoss skap AS,17.0,1,17.0,0.0,True
1 vs 2,928836126,System kjøkken AS,17.0,1,17.0,0.0,True
1 vs 2,989214888,Skagerak varme AS,17.0,1,15.0,2.0,False
1 vs 2,928523292,Sterk entreprenør AS,17.0,1,17.0,0.0,True
1 vs 2,930951293,A-tech byggmontering AS,17.0,1,17.0,0.0,True
1 vs 2,951067660,Johan brekka entreprenørfirma AS,17.0,1,17.0,0.0,True
1 vs 2,964075522,Bortech AS,17.0,1,17.0,0.0,True
1 vs 2,925450324,Sk anlegg AS,17.0,1,17.0,0.0,True
1 vs 2,988386421,Groven og karlsen AS,17.0,1,17.0,0.0,True
1 vs 2,993872636,Sectech AS,17.0,1,17.0,0.0,True
1 vs 2,951819174,Notodden rørleggerforretning AS,17.0,1,17.0,0.0,True
1 vs 2,928847020,Yt montasje AS,17.0,1,17.0,0.0,True
1 vs 2,992506660,Profil montasje AS,17.0,1,17.0,0.0,True
1 vs 2,925596191,"Mur, skifer & betong AS",17.0,1,17.0,0.0,True
1 vs 2,986023674,Ypsilon contractors AS,17.0,1,17.0,0.0,True
1 vs 2,982410347,N.c. nielsen AS,17.0,1,17.0,0.0,True
1 vs 2,982579252,Wienerberger AS,17.0,1,0.0,17.0,False
1 vs 2,890268382,Sannidal mat AS,17.0,1,17.0,0.0,True
1 vs 2,913812417,Bryggakiosken AS,17.0,1,17.0,0.0,True
1 vs 2,931704680,Tommy johansen AS,17.0,1,17.0,0.0,True
1 vs 2,932695707,Etland stave retail AS,17.0,1,17.0,0.0,True
1 vs 2,934351681,Emp retail AS,17.0,1,17.0,0.0,True
1 vs 2,979263643,Grunnvik landhandel AS,17.0,1,17.0,0.0,True
1 vs 2,985161593,Saulandtunet mat AS,17.0,1,17.0,0.0,True
1 vs 2,996043312,Kristine danielsen hovenga AS,17.0,1,17.0,0.0,True
1 vs 2,980598756,Kragerø lavpris AS,17.0,1,17.0,0.0,True
1 vs 2,885277322,Heddal bensinstasjon AS,17.0,1,17.0,0.0,True
1 vs 2,917077150,Drangedal autosenter AS,17.0,1,17.0,0.0,True
1 vs 2,991693386,K-konsult bensindrift AS,17.0,1,12.0,5.0,False
1 vs 2,928764265,Megaflis Bamble AS,17.0,1,17.0,0.0,True
1 vs 2,987558598,Bohus Notodden AS,17.0,1,17.0,0.0,True
1 vs 2,916785887,Kragerø auto AS,17.0,1,17.0,0.0,True
1 vs 2,950160675,Mobile bø AS,17.0,1,17.0,0.0,True
1 vs 2,923832831,Powersport AS,17.0,1,17.0,0.0,True
1 vs 2,976779975,Cbp AS,17.0,1,17.0,0.0,True
1 vs 2,980024504,Telemark bilruter buss AS,17.0,1,17.0,0.0,True
1 vs 2,932565099,Groven camping og hyttegrend AS,17.0,1,17.0,0.0,True
1 vs 2,926714031,Solsiden drift AS,17.0,1,17.0,0.0,True
1 vs 2,976473256,Stopp en halv AS,17.0,1,17.0,0.0,True
1 vs 2,994565907,Koks brasserie AS,17.0,1,17.0,0.0,True
1 vs 2,999068278,Fenomen tv film og scene AS,17.0,1,17.0,0.0,True
1 vs 2,999277195,Hallbjønn høyfjellssenter AS,17.0,1,17.0,0.0,True
1 vs 2,968407880,Revisorteam Tinn og vest-telemark AS,17.0,1,17.0,0.0,True
1 vs 2,920037615,Bø økonomi og regnskap AS,17.0,2,17.0,0.0,True
1 vs 2,939658106,Sør arkitekter AS,17.0,1,17.0,0.0,True
1 vs 2,948234130,A.l. høyer AS,17.0,1,17.0,0.0,True
1 vs 2,997805054,Safelink AS,17.0,1,17.0,0.0,True
1 vs 2,980429849,Edge branding AS,17.0,1,17.0,0.0,True
1 vs 2,925668141,B&b stillasutleie grenland AS,17.0,1,17.0,0.0,True
1 vs 2,977090547,Sauar friskole,17.0,1,17.0,0.0,True
1 vs 2,971323280,Grenland familievernkontor sti,17.0,1,17.0,0.0,True
1 vs 2,927963116,Høyt under taket Skien AS,17.0,1,17.0,0.0,True
1 vs 2,917913595,Iform Porsgrunn AS,17.0,1,17.0,0.0,True
1 vs 2,876991772,Kviteseid sokn,17.0,2,17.0,0.0,True
1 vs 2,976991966,Vinje kyrkjelege fellesråd,17.0,1,17.0,0.0,True
1 vs 2,996658163,Cody AS,16.0,1,16.0,0.0,True
1 vs 2,934541715,Nordbohus Skien AS,16.0,1,16.0,0.0,True
1 vs 2,924536403,John kleveland AS,16.0,1,16.0,0.0,True
1 vs 2,934355733,Halvorsli fjell og grunn AS,16.0,1,16.0,0.0,True
1 vs 2,960672739,Hagen & sønn AS,16.0,1,16.0,0.0,True
1 vs 2,988416053,Rauland maskin AS,16.0,1,16.0,0.0,True
1 vs 2,911673169,Rune brekka AS,16.0,1,16.0,0.0,True
1 vs 2,933756858,Fjell & tunnelsikring AS,16.0,1,16.0,0.0,True
1 vs 2,985086435,Alfacare AS,16.0,1,16.0,0.0,True
1 vs 2,997379128,Bergsli metallmaskiner AS,16.0,1,16.0,0.0,True
1 vs 2,915945260,Butikkdrift langesund AS,16.0,1,16.0,0.0,True
1 vs 2,932728494,Birte hindrum AS,16.0,1,16.0,0.0,True
1 vs 2,979573391,Brygga mat AS,16.0,1,16.0,0.0,True
1 vs 2,921860382,Jt-retail AS,16.0,1,16.0,0.0,True
1 vs 2,942283865,Lindskog auto-service AS,16.0,1,16.0,0.0,True
1 vs 2,898685012,Sønstebø drift AS,16.0,1,16.0,0.0,True
1 vs 2,921376863,Notodden bil og speedshop AS,16.0,1,16.0,0.0,True
1 vs 2,848868752,Nome containerservice AS,16.0,1,16.0,0.0,True
1 vs 2,912662411,Hagen logistikk & transport,16.0,1,16.0,0.0,True
1 vs 2,921968620,Admini ep AS,16.0,1,16.0,0.0,True
1 vs 2,927338610,Austbø hotell AS,16.0,1,16.0,0.0,True
1 vs 2,927377853,Rjukan hotell AS,16.0,1,16.0,0.0,True
1 vs 2,998547091,Lien fjellgard AS,16.0,1,16.0,0.0,True
1 vs 2,894813032,Perry bar AS,16.0,1,16.0,0.0,True
1 vs 2,925807877,Eyde kraft AS,16.0,1,16.0,0.0,True
1 vs 2,935262992,Nordraak Kragerø AS,16.0,1,16.0,0.0,True
1 vs 2,842831032,Bø blad AS,16.0,1,16.0,0.0,True
1 vs 2,925545872,Vest-telemark blad AS,16.0,1,16.0,0.0,True
1 vs 2,925590711,Telemark eiendomsmegling AS,16.0,2,12.0,4.0,False
1 vs 2,913997425,Plan og eiendom AS,16.0,1,16.0,0.0,True
1 vs 2,981090241,Frisørkjeden tango Norge AS,16.0,1,16.0,0.0,True
1 vs 2,988121541,Abt anleggsgartner AS,16.0,1,16.0,0.0,True
1 vs 2,911608782,Betania barnehage AS,16.0,1,16.0,0.0,True
1 vs 2,920014607,Vest-tun barnehage AS,16.0,1,16.0,0.0,True
1 vs 2,984668732,Solstua kulturbarnehage AS,16.0,1,16.0,0.0,True
1 vs 2,911674270,Lisleherad montessoriskole sa,16.0,1,16.0,0.0,True
1 vs 2,994984608,Helgen montessoriskolelag,16.0,1,16.0,0.0,True
1 vs 2,976991443,Kragerø kirkelige fellesråd,16.0,1,16.0,0.0,True
1 vs 2,921888929,Zåbra frisør AS,16.0,1,16.0,0.0,True
1 vs 2,993061158,Sagaplant AS,15.0,1,15.0,0.0,True
1 vs 2,976589505,Tinholt bakeri AS,15.0,1,15.0,0.0,True
1 vs 2,918716505,Norsk modul AS,15.0,1,15.0,0.0,True
1 vs 2,982173329,Tinn energi og fiber AS,15.0,1,15.0,0.0,True
1 vs 2,912155277,Kragerøsnekkeren AS,15.0,1,15.0,0.0,True
1 vs 2,911874725,Telemark områdesikring AS,15.0,1,15.0,0.0,True
1 vs 2,925813648,Midt-Telemark graveservice AS,15.0,1,15.0,0.0,True
1 vs 2,922255792,Midt-Telemark rør AS,15.0,2,12.0,3.0,False
1 vs 2,984936958,Blikkenslager lauritzen AS,15.0,1,15.0,0.0,True
1 vs 2,881596822,Malerbua AS,15.0,1,15.0,0.0,True
1 vs 2,880993062,Murmester einar espedalen AS,15.0,1,15.0,0.0,True
1 vs 2,995989786,Touch soft AS,15.0,1,15.0,0.0,True
1 vs 2,853179272,Matek-samson regulering AS,15.0,1,15.0,0.0,True
1 vs 2,826139692,Sunniva grava AS,15.0,1,15.0,0.0,True
1 vs 2,914632609,Telemark dagligvare åmot AS,15.0,1,15.0,0.0,True
1 vs 2,918274553,Atrå handel AS,15.0,1,15.0,0.0,True
1 vs 2,930194069,Anastasia AS,15.0,1,15.0,0.0,True
1 vs 2,919073845,Hager kioskdrift AS,15.0,1,15.0,0.0,True
